"NtsbNo","EventType","Mkey","EventDate","City","State","Country","ReportNo","N#","SerialNumber","HasSafetyRec","Mode","ReportType","OriginalPublishedDate","DocketOriginalPublishedDate","HighestInjuryLevel","FatalInjuryCount","SeriousInjuryCount","MinorInjuryCount","OnboardInjuryCount","OnGroundInjuryCount","ProbableCause","Findings","EventID","Latitude","Longitude ","Make","Model","AirCraftCategory","AirportID","AirportName","AmateurBuilt","NumberOfEngines","EngineType","Scheduled","PurposeOfFlight","FAR","AirCraftDamage","WeatherCondition","Operator","BroadPhaseofFlight","ReportStatus","RepGenFlag","MostRecentReportType","DocketUrl","ReportUrl"
"CEN20WA061","ACC","100825","2019-12-29T12:36:00Z","Wijnendaele",,"Belgium",,"OO-RFF","10691","false","Aviation","",,,"None","0","0","0","0","0",,,,,,"Robinson","R44","HELI",,,"false","1",,,,"UNK","Substantial",,,"Landing","N/A",,,"","None"
"ERA20LA062","ACC","100753","2019-12-28T18:35:00Z","Fletcher","North Carolina","United States",,"N27GB","32R-7885203","false","Aviation","DirectorBrief","2022-04-06T04:00:00Z","2022-03-22T19:00:00Z","None","0","0","0","0",,"A failure of two of the oil pump drive gear’s teeth, which resulted in a loss of engine oil lubrication, and a total loss of engine power.","Aircraft - Aircraft power plant - Engine (reciprocating) - Recip eng oil sys - Failure",,"35.424999","-82.531943999999996","Piper","PA32RT","AIR","AVL","Asheville Regional Airport","false","1","REC",,"PERS","091","Destroyed","VMC",,"Initial Climb","Completed",,"Final","https://data.ntsb.gov/Docket?ProjectID=100753","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/100753/pdf"
"ERA20LA082","ACC","100840","2019-12-28T17:15:00Z","Farmingdale","New York","United States",,"N52840","24-1683","false","Aviation","DirectorBrief","2022-04-06T04:00:00Z","2022-03-22T19:00:00Z","Minor","0","0","1","1","0","The pilot’s improper preflight inspection, which resulted in fuel exhaustion and a total loss of engine power.","Personnel issues - Task performance - Planning/preparation - Fuel planning - Pilot, Aircraft - Fluids/misc hardware - Fluids - Fuel - Fluid level",,"40.713054","-73.411940999999999","Mooney","M20J","AIR","FRG","Republic","false","1","REC",,"PERS","091","Substantial","VMC",,"Approach","Completed",,"Final","https://data.ntsb.gov/Docket?ProjectID=100840","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/100840/pdf"
"WPR20CA053","ACC","100746","2019-12-28T14:45:00Z","Missoula","Montana","United States",,"N4476B","26820","false","Aviation","DirectorBrief","2020-06-16T04:00:00Z","2020-03-17T17:17:00Z","None","0","0","0","0","0","The pilot receiving instruction's failure to maintain directional control during the takeoff roll, which resulted in a runway excursion and ground-loop, and the flight instructor’s failure to adequately monitor the pilot.","Aircraft - Aircraft oper/perf/capability - Performance/control parameters - Directional control - Not attained/maintained, Personnel issues - Psychological - Attention/monitoring - Monitoring other person - Instructor/check pilot, Personnel issues - Task performance - Use of equip/info - Aircraft control - Student/instructed pilot",,"46.915832000000002","-114.08944700000001","Cessna","170","AIR","MSO","Missoula Intl","false","1","REC",,"INST","091","Substantial","VMC",,"Takeoff","Completed",,"Final","https://data.ntsb.gov/Docket?ProjectID=100746","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/100746/pdf"
"ERA20WA067","ACC","100771","2019-12-28T12:10:00Z","Cmte Nicanor Otamendi",,"Argentina",,"LV-FQD","560-5555","false","Aviation","",,,"None","0","0","0","0","0",,,,"-38.108612000000001","-57.738056","CESSNA","560","AIR",,,"false",,"TF",,"PERS","NUSN","Substantial",,,"Enroute","N/A",,,"","None"
"CEN20MA044","ACC","100739","2019-12-28T10:21:00Z","LAFAYETTE","Louisiana","United States",,"N42CV","31T-8020067","false","Aviation","BoardBrief","2022-05-26T04:00:00Z","2021-09-14T18:00:00Z","Fatal","5","2","2","6","3","The pilot’s loss of airplane control due to spatial disorientation during the initial climb in instrument meteorological conditions.","Personnel issues - Task performance - Use of equip/info - Aircraft control - Pilot, Personnel issues - Psychological - Perception/orientation/illusion - Spatial disorientation - Pilot, Environmental issues - Conditions/weather/phenomena - Ceiling/visibility/precip - Low visibility - Effect on personnel",,"30.176110999999999","-92.007498999999996","Piper","PA 31T","AIR","LFT","Lafayette Regional Apt","false","2","TP",,"EXEC","091","Destroyed","IMC","Cheyenne Partners LLC","Initial Climb","Completed",,"Final","https://data.ntsb.gov/Docket?ProjectID=100739","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/100739/pdf"
"WPR20FA051","ACC","100738","2019-12-27T12:55:00Z","Santa Monica","California","United States",,"N52CV","0010","false","Aviation","DirectorBrief","2022-12-07T05:00:00Z","2022-11-17T12:00:00Z","None","0","0","0","0",,"The improper design of the audio interface system, which caused an electrical short circuit that led to a ground fire.","Aircraft - Aircraft systems - Equipment/furnishings - Passenger compartment equip - Design, Aircraft - Aircraft systems - Equipment/furnishings - Passenger compartment equip - Malfunction",,"34.013331999999998","-118.45222","Cirrus","SF50","AIR","SMO","Santa Monica Muni","false","1","TF","NSCH","PERS","091","Substantial","VMC",,"Standing","Completed",,"Final","https://data.ntsb.gov/Docket?ProjectID=100738","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/100738/pdf"
"CEN20WA126","ACC","101088","2019-12-27T05:00:00Z","San Salvador",,"El Salvador",,"YS-162PE",,"false","Aviation","",,,"None","0","0","0","0","0",,,,,,"CESSNA","152","AIR","MSSS",,"false",,,,,"NUSN","Destroyed",,,"Initial Climb","N/A",,,"","None"
"ANC20MA010","ACC","100736","2019-12-26T17:57:00Z","Kekaha","Hawaii","United States","AIR2205","N985SA","3111","true","Aviation","Report","2022-06-01T04:00:00Z","2021-12-15T12:00:00Z","Fatal","7","0","0","7",,"The pilot’s decision to continue flight under visual flight rules (VFR) into instrument meteorological conditions (IMC), which resulted in the collision into terrain. Contributing to the accident was Safari Aviation Inc.’s lack of safety management processes to identify hazards and mitigate the risks associated with factors that influence pilots to continue VFR flight into IMC. Also contributing to the accident was the Federal Aviation Administration’s delayed implementation of a Hawaii aviation weather camera program, its lack of leadership in the development of a cue-based weather training program for Hawaii air tour pilots, and its ineffective monitoring and oversight of Hawaii air tour operators’ weather-related operating practices.","Personnel issues - Action/decision - Info processing/decision - Decision making/judgment - Pilot, Environmental issues - Conditions/weather/phenomena - Ceiling/visibility/precip - Below VFR minima - Effect on operation, Organizational issues - Support/oversight/monitoring - Safety programs - Adequacy of safety program - Operator, Organizational issues - Management - Resources - Availability of equipment - FAA/Regulator, Organizational issues - Support/oversight/monitoring - Oversight - Oversight of reg compliance - FAA/Regulator, Organizational issues - Support/oversight/monitoring - Training - Emergency proc training - FAA/Regulator",,"22.161666","-159.62638000000001","AIRBUS","AS350B2","HELI",,,"false","1",,"NSCH",,"135","Destroyed","IMC","Safari Aviation Inc.","Enroute","Completed",,"Final","https://data.ntsb.gov/Docket?ProjectID=100736","https://www.ntsb.gov/investigations/Pages/ANC20MA010.aspx"
"ERA20CA078","ACC","100822","2019-12-26T11:35:00Z","Ormond Beach","Florida","United States",,"N882TC","172S9880","false","Aviation","DirectorBrief","2020-06-16T04:00:00Z","2020-04-07T11:47:00Z","None","0","0","0","0","0","The student pilot’s improper landing flare, which resulted in a hard landing.","Aircraft - Aircraft oper/perf/capability - Performance/control parameters - Landing flare - Not attained/maintained, Personnel issues - Task performance - Use of equip/info - Aircraft control - Student/instructed pilot",,"29.301110999999999","-81.113890999999995","Cessna","172","AIR","OMN","Ormond Beach Municipal Airport","false","1","REC",,"INST","091","Substantial","VMC","Phoenix East Aviation LLC","Landing","Completed",,"Final","https://data.ntsb.gov/Docket?ProjectID=100822","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/100822/pdf"
"ERA20FA056","ACC","100726","2019-12-25T18:13:00Z","Headland","Alabama","United States",,"N663SF","53438","false","Aviation","DirectorBrief","2022-04-18T04:00:00Z","2022-04-06T04:00:00Z","Fatal","1","0","0","1",,"Pilot incapacitation by a sudden cardiac event related to severe coronary artery disease, which resulted in a loss of helicopter control.","Personnel issues - Physical - Impairment/incapacitation - Cardiovascular - Pilot",,"31.364166000000001","-85.3125","Bell","407","HELI","0J6","Headland Municipal","false","1","TS","NSCH",,"135","Substantial","VMC",,"Approach","Completed",,"Final","https://data.ntsb.gov/Docket?ProjectID=100726","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/100726/pdf"
"ERA20CA110","ACC","100988","2019-12-24T17:30:00Z","Cortland","New York","United States",,"N7450R","28-21994","false","Aviation","DirectorBrief","2020-06-16T04:00:00Z","2020-04-03T11:58:00Z","Minor","0","0","1","1","0","The student pilot's failure to maintain the runway heading during takeoff, which resulted in impact with a snowbank and a subsequent nose-over.","Personnel issues - Task performance - Use of equip/info - Aircraft control - Student/instructed pilot, Aircraft - Aircraft oper/perf/capability - Performance/control parameters - Heading/course - Not attained/maintained",,"42.592776999999998","-76.214995999999999","Piper","PA28","AIR","N03","Cortland County-Chase Field","false","1","REC",,"INST","091","Substantial","VMC",,"Takeoff","Completed",,"Final","https://data.ntsb.gov/Docket?ProjectID=100988","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/100988/pdf"
"ERA20LA070","ACC","100781","2019-12-24T17:00:00Z","Concord","North Carolina","United States",,"N30259","21059897","false","Aviation","DirectorBrief","2022-06-21T04:00:00Z","2022-06-14T04:00:00Z","Minor","0","0","1","1","0","A malfunction of the left main landing gear brake during landing for undetermined reasons. Contributing was the pilot’s failure to attain a proper touchdown point and maintain an appropriate approach speed while landing on the wet turf runway.","Aircraft - Aircraft oper/perf/capability - Performance/control parameters - Airspeed - Not attained/maintained, Personnel issues - Task performance - Use of equip/info - Aircraft control - Pilot, Aircraft - Aircraft systems - Landing gear system - Landing gear brakes system - Malfunction, Environmental issues - Physical environment - Runway/land/takeoff/taxi surface - Wet surface - Contributed to outcome, Personnel issues - Task performance - Use of equip/info - (general) - Pilot",,"35.400001000000003","-80.623610999999997","Cessna","210","AIR","NC35","SPENCER","false","1","REC",,"PERS","091","Substantial","VMC",,"Landing","Completed",,"Final","https://data.ntsb.gov/Docket?ProjectID=100781","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/100781/pdf"
"CEN20WA045","ACC","100741","2019-12-24T16:29:00Z","San Rafael",,"Mexico",,"XA-TWN",,"false","Aviation","",,,"None","0","0","0",,"0",,,,,,"CESSNA","208","AIR",,,"false",,,,,"NUSC","Destroyed",,,"Enroute","N/A",,,"","None"
"ERA20LA080","ACC","100831","2019-12-24T15:15:00Z","Suffolk","Virginia","United States",,"N230BW","01","false","Aviation","DirectorBrief","2022-05-06T04:00:00Z","2022-04-26T19:00:00Z","None","0","0","0","0",,"A structural failure of the horizontal stabilizer during aerobatic maneuvers near the airplane’s never-exceed speed. Contributing to the failure was the construction of the horizontal stabilizer that did not meet the kit manufacturer’s specifications.","Aircraft - Aircraft structures - Empennage structure - Spars/ribs (horizontal stab) - Failure, Aircraft - Aircraft structures - Empennage structure - Horizontal stabilizer - Damaged/degraded, Aircraft - Aircraft structures - Empennage structure - Spars/ribs (horizontal stab) - Capability exceeded, Personnel issues - Action/decision - Action - Incorrect action performance - Owner/builder",,"36.639749000000002","-76.52337","TEAM ROCKET F-1","F-1","AIR",,,"true","1","REC",,"PERS","091","Substantial","VMC",,"Maneuvering","Completed",,"Final","https://data.ntsb.gov/Docket?ProjectID=100831","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/100831/pdf"
"GAA20WA101","ACC","100766","2019-12-24T10:30:00Z","Rio Branco, Cerro Largo",,"Uruguay",,"CX-BRE-R",,"false","Aviation","",,,"Fatal","1","0","0","1","0",,,,,,"PIPER","PA25","AIR",,,"false",,,,,"NUSC","Substantial",,"Daniel Cardozo","Maneuvering","N/A",,,"","None"
"DCA20WA044","INC","100725","2019-12-24T05:00:00Z","Manchester",,"United Kingdom",,"G-TAWG",,"false","Aviation","",,,"None","0","0","0",,"0",,,,,,"BOEING","737","AIR",,,"false",,,"SCHD",,"NUSC","Minor",,,"Landing","N/A",,,"","None"
"CEN20CA059","ACC","100815","2019-12-23T16:04:00Z","Xenia","Ohio","United States",,"N227L","75-8165","false","Aviation","DirectorBrief","2020-06-16T04:00:00Z","2020-04-07T16:28:00Z","None","0","0","0","0","0","The pilot’s failure to maintain airplane control during landing, which resulted in the right tire contacting the runway first followed by the left wing.","Aircraft - Aircraft oper/perf/capability - Performance/control parameters - (general) - Not attained/maintained, Personnel issues - Task performance - Use of equip/info - Aircraft control - Pilot",,"39.690834000000002","-83.992773999999997","ZENITH","CH 750","AIR","I19","Greene County-Lewis A Jackson","true","1","REC",,"FLTS","091","Substantial","VMC",,"Landing","Completed",,"Final","https://data.ntsb.gov/Docket?ProjectID=100815","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/100815/pdf"
"ERA20CA111","ACC","100991","2019-12-23T15:00:00Z","Hanson","Massachusetts","United States",,"N5792U","28-26618","false","Aviation","DirectorBrief","2021-02-02T05:00:00Z","2020-10-09T15:03:48Z","None","0","0","0","0","0","The flight instructor's delayed remedial action, which resulted in his decision to perform an off field landing and the airplane's subsequent impact with terrain.","Personnel issues - Action/decision - Action - Delayed action - Instructor/check pilot, Personnel issues - Action/decision - Info processing/decision - Decision making/judgment - Instructor/check pilot",,"42.02861","-70.839720999999997","Piper","PA28","AIR","28M","CRANLAND","false","1","REC",,"INST","091","Substantial","VMC",,"Approach","Completed",,"Final","https://data.ntsb.gov/Docket?ProjectID=100991","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/100991/pdf"
"CEN20CA040","ACC","100721","2019-12-23T14:30:00Z","Pineville","Louisiana","United States",,"N739SB","17270759","false","Aviation","DirectorBrief","2020-06-16T04:00:00Z",,"Minor","0","0","1","1","0","The pilot's failure to attain an adequate climb rate during an aborted landing with a left quartering, gusting headwind, which resulted in impact with a tree.","Personnel issues - Task performance - Use of equip/info - Aircraft control - Pilot, Aircraft - Aircraft oper/perf/capability - Performance/control parameters - Climb rate - Not attained/maintained, Environmental issues - Conditions/weather/phenomena - Wind - Gusts - Effect on operation, Environmental issues - Physical environment - Object/animal/substance - Tree(s) - Effect on operation",,"31.342222","-92.443611000000004","Cessna","172","AIR","2L0","PINEVILLE MUNI","false","1","REC",,"PERS","091","Substantial","VMC","Flightline Leasing Inc","Landing","Completed",,"Final","","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/100721/pdf"
"WPR20CA052","ACC","100745","2019-12-23T10:30:00Z","Chandler","Arizona","United States",,"N924PA","2843286","false","Aviation","DirectorBrief","2020-06-16T04:00:00Z","2020-04-17T16:22:00Z","None","0","0","0","0","0","The student pilot's loss of directional control during the landing roll, which resulted in a collision with a taxiway sign.","Aircraft - Aircraft oper/perf/capability - Performance/control parameters - Directional control - Not attained/maintained, Personnel issues - Task performance - Use of equip/info - Aircraft control - Student/instructed pilot, Environmental issues - Physical environment - Object/animal/substance - Sign/marker - Effect on operation",,"33.269165000000001","-111.811111","Piper","PA28","AIR","CHD","Chandler Municipal Airport","false","1","REC",,"INST","091","Substantial","VMC","AeroGuard Flight Training Center","Taxi","Completed",,"Final","https://data.ntsb.gov/Docket?ProjectID=100745","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/100745/pdf"
"ENG20WA011","INC","100729","2019-12-23T06:50:00Z","Guwahati",,"India",,"VT-WGL","7813","false","Aviation","",,,"None","0","0","0",,"0",,,,,,"AIRBUS","A320","AIR",,,"false","2","GTFN","SCHD",,"NUSC","None",,"GoAir","Enroute","N/A",,,"","None"
"ENG20WA019","INC","101040","2019-12-23T05:00:00Z","New Chitose Airport (RJCC)",,"Japan",,"B-3203","19000453","false","Aviation","",,,"None","0","0","0","0","0",,,,,,"EMBRAER","ERJ190","AIR",,,"false",,,,,"129","None",,,"Approach","N/A",,"Prelim","","None"
"DCA20LA047","ACC","100783","2019-12-22T19:59:00Z","Denver","Colorado","United States",,"N87513","31621","false","Aviation","DirectorBrief","2022-09-30T04:00:00Z","2024-04-05T21:00:00Z","None","0","0","0","0",,"Maintenance personnel’s excessive grinding of the left main landing gear’s aft trunnion pin during its initial overhaul, which caused heat damage to the base metal and led to the fatigue crack that caused the pin to fail during the accident flight. Contributing to the accident was the failure of maintenance personnel to detect the excessive grinding during the initial overhaul and the fatigue crack during the subsequent overhaul.","Aircraft - Aircraft systems - Landing gear system - Main landing gear attach sec - Fatigue/wear/corrosion, Aircraft - Aircraft systems - Landing gear system - Main landing gear attach sec - Incorrect service/maintenance, Personnel issues - Task performance - Maintenance - Repair - Maintenance personnel, Personnel issues - Task performance - Inspection - Post maintenance inspection - Maintenance personnel",,"39.749442999999999","-105.000801","BOEING","737-824","AIR","DEN","Denver International","false","2","TF","SCHD",,"121","Substantial","VMC","United Airlines","Landing","Completed",,"Final","https://data.ntsb.gov/Docket?ProjectID=100783","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/100783/pdf"
"WPR20CA056","ACC","100758","2019-12-22T14:00:00Z","Lake Havasu City","Arizona","United States",,"N5057Z","B21479","false","Aviation","DirectorBrief","2020-06-16T04:00:00Z","2020-02-28T17:11:00Z","Serious","0","1","0","1","0","The total loss of engine power due to fuel exhaustion, which resulted from the pilot's inadequate preflight fuel inspection.","Aircraft - Fluids/misc hardware - Fluids - Fuel - Fluid level, Personnel issues - Task performance - Inspection - Preflight inspection - Pilot, Environmental issues - Physical environment - Object/animal/substance - (general) - Effect on operation",,"34.483226000000002","-114.32343","Cosmos","Phase II","AIR",,,"true","1","REC",,"PERS","091","Substantial","VMC",,"Enroute","Completed",,"Final","https://data.ntsb.gov/Docket?ProjectID=100758","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/100758/pdf"
"ENG20WA009","INC","100727","2019-12-22T13:33:00Z","Mumbai",,"India",,"VT-WJE","8650","false","Aviation","",,,"None","0","0","0",,"0",,,,,,"AIRBUS","A320","AIR",,,"false","2","GTFN","SCHD",,"NUSC","None",,"GoAir","Enroute","N/A",,,"","None"
