"NtsbNo","EventType","Mkey","EventDate","City","State","Country","ReportNo","N#","SerialNumber","HasSafetyRec","Mode","ReportType","OriginalPublishedDate","DocketOriginalPublishedDate","HighestInjuryLevel","FatalInjuryCount","SeriousInjuryCount","MinorInjuryCount","OnboardInjuryCount","OnGroundInjuryCount","ProbableCause","Findings","EventID","Latitude","Longitude ","Make","Model","AirCraftCategory","AirportID","AirportName","AmateurBuilt","NumberOfEngines","EngineType","Scheduled","PurposeOfFlight","FAR","AirCraftDamage","WeatherCondition","Operator","BroadPhaseofFlight","ReportStatus","RepGenFlag","MostRecentReportType","DocketUrl","ReportUrl"
"DCA17WA086","INC","94938","2016-12-29T15:00:00Z","Bucharest",,"Romania",,"YR-BAR","25371","false","Aviation","",,,"None","0","0","0",,"0",,,,,,"BOEING","737","AIR",,,"false",,,,,"129","None",,,"Enroute","N/A",,,"","None"
"GAA17CA105","ACC","94557","2016-12-29T14:45:00Z","Nashville","Tennessee","United States",,"N301BK","4636407","false","Aviation","DirectorBrief","2017-07-20T04:00:00Z","2017-07-03T14:54:00Z","None","0","0","0","0","0","The pilot’s loss of directional control during the aborted landing in gusting crosswind conditions, which resulted in a runway excursion.","Personnel issues - Task performance - Use of equip/info - Aircraft control - Pilot, Aircraft - Aircraft oper/perf/capability - Performance/control parameters - Directional control - Not attained/maintained, Aircraft - Aircraft oper/perf/capability - Aircraft capability - Maximum crosswind component - Capability exceeded, Environmental issues - Conditions/weather/phenomena - Wind - Gusts - Effect on operation, Environmental issues - Conditions/weather/phenomena - Wind - Crosswind - Effect on operation, Environmental issues - Physical environment - Object/animal/substance - Sign/marker - Contributed to outcome",,"36.183055000000003","-86.886390000000006","PIPER","PA 46","AIR","JWN","JOHN C TUNE","false","1","REC",,"PERS","091","Substantial","VMC","CAMBUSMOON INC","Landing","Completed",,"Final","https://data.ntsb.gov/Docket?ProjectID=94557","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/94557/pdf"
"WPR17LA050","ACC","94574","2016-12-29T13:30:00Z","Kingman","Arizona","United States",,"N605SJ","40.N284","false","Aviation","DirectorBrief","2021-07-15T04:00:00Z","2021-06-23T19:00:00Z","None","0","0","0","0",,"The loss of engine oil pressure during cruise flight, which resulted in partial loss of engine power and necessitated a forced landing. The loss of oil pressure was the result of a failed engine piston, likely initiated by foreign object damage, which resulted in the pressurization of the crankcase and expulsion of the engine oil.","Aircraft - Aircraft power plant - Engine (reciprocating) - Recip eng cyl section - Damaged/degraded, Aircraft - Aircraft power plant - Engine (reciprocating) - Recip eng oil sys - Damaged/degraded, Aircraft - Fluids/misc hardware - Fluids - Oil - Fluid level",,"35.067222000000001","-114.11888","DIAMOND AIRCRAFT IND GMBH","DA 40 NG","AIR",,,"false","1","REC",,"PERS","091","Substantial","VMC","CTC AVIATION LEASING (US) INC","Enroute","Completed",,"Final","https://data.ntsb.gov/Docket?ProjectID=94574","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/94574/pdf"
"WPR17LA043","ACC","94547","2016-12-29T12:31:00Z","Mt. Baldy","California","United States",,"N324RS","10067","false","Aviation","DirectorBrief","2018-11-06T05:00:00Z","2018-07-05T14:49:00Z","Serious","0","1","3","4","0","The pilot's failure to maintain main rotor speed during a low orbiting approach over a confined mountainous area. Contributing to the accident was the pilot's decision to attempt to land in an area that did not allow for a safe exit path under conditions near the limit of the helicopter’s performance capability.","Aircraft - Aircraft oper/perf/capability - Performance/control parameters - Prop/rotor parameters - Not attained/maintained, Personnel issues - Task performance - Use of equip/info - Aircraft control - Pilot, Personnel issues - Action/decision - Info processing/decision - Decision making/judgment - Pilot, Aircraft - Aircraft oper/perf/capability - Aircraft capability - (general) - Capability exceeded",,"34.287776000000001","-117.65139000000001","ROBINSON HELICOPTER COMPANY","R44 II","HELI",,,"false","1","REC",,"PERS","091","Substantial","VMC",,"Approach","Completed",,"Final","https://data.ntsb.gov/Docket?ProjectID=94547","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/94547/pdf"
"ERA17WA076","ACC","94543","2016-12-28T21:40:00Z","Santa Juana",,"Chile",,"CC-CCJ","802-0081","false","Aviation","",,,"Fatal","1","0","0","1","0",,,,,,"AIR TRACTOR","AT802","AIR",,,"false",,"TP",,,,"Destroyed",,,"Takeoff","N/A",,,"","None"
"CEN17LA090","ACC","94666","2016-12-28T13:30:00Z","Prairie Du Sac","Wisconsin","United States",,"N6941X","17247841","false","Aviation","DirectorBrief","2017-09-06T04:00:00Z","2017-06-19T17:45:00Z","None","0","0","0","0","0","The pilot's decision to taxi the airplane from the roadway and his subsequent failure to maintain clearance from signs and a fence after a successful emergency landing following a total loss of engine power.","Personnel issues - Action/decision - Info processing/decision - Decision making/judgment - Pilot, Personnel issues - Psychological - Attention/monitoring - Monitoring environment - Pilot, Environmental issues - Physical environment - Object/animal/substance - Tree(s) - Effect on operation, Environmental issues - Physical environment - Object/animal/substance - Sign/marker - Effect on operation, Aircraft - Aircraft handling/service - Towing and taxiing - Taxiing - Incorrect use/operation, Aircraft - Fluids/misc hardware - Fluids - Fuel - Fluid type, Aircraft - Fluids/misc hardware - Fluids - Fuel - Fluid condition",,"43.297778999999998","-89.755836000000002","CESSNA","172B","AIR","91C","Sauk-Prairie Airport","false","1","REC",,"PERS","091","Substantial","VMC",,"Taxi","Completed",,"Final","https://data.ntsb.gov/Docket?ProjectID=94666","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/94666/pdf"
"CEN17WA069","INC","94568","2016-12-28T09:44:00Z","North Sea, UK",,"United Kingdom",,"G-WNSR","92-0250","false","Aviation","",,,"None","0","0","0","0","0",,,,"56.992778000000001","2.1361110000000001","SIKORSKY","S92","HELI",,,"false",,"TS",,,,,,,"Landing","N/A",,,"","None"
"CEN17LA062","ACC","94542","2016-12-27T19:40:00Z","Piedmont","Missouri","United States",,"N5499Z","22-9285","false","Aviation","DirectorBrief","2019-06-25T04:00:00Z","2019-04-30T14:42:00Z","None","0","0","0","0","0","The pilot’s descent below glidepath, which resulted in the airplane’s impact with power lines.","Aircraft - Aircraft oper/perf/capability - Performance/control parameters - Descent/approach/glide path - Not attained/maintained, Personnel issues - Task performance - Use of equip/info - (general) - Pilot, Environmental issues - Physical environment - Object/animal/substance - Wire - Contributed to outcome, Environmental issues - Conditions/weather/phenomena - Temp/humidity/pressure - Conducive to carburetor icing - Not specified",,"37.124442999999999","-90.714995999999999","PIPER","PA22","AIR",,,"false","1","REC",,"PERS","091","Substantial","VMC",,"Approach","Completed",,"Final","https://data.ntsb.gov/Docket?ProjectID=94542","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/94542/pdf"
"ERA17FA074","ACC","94534","2016-12-27T18:56:00Z","Port Orange","Florida","United States",,"N669WR","029","false","Aviation","DirectorBrief","2018-07-16T04:00:00Z","2018-06-13T20:45:00Z","Fatal","2","0","0","2","0","The pilot's loss of airplane control due to spatial disorientation, which resulted in the exceedance of the airplane's critical angle of attack and an aerodynamic stall/spin. Contributing to the accident was the pilot's failure to fly a stabilized approach consistent with the published instrument approach procedure.","Personnel issues - Task performance - Use of equip/info - Aircraft control - Pilot, Personnel issues - Psychological - Perception/orientation/illusion - Spatial disorientation - Pilot, Aircraft - Aircraft oper/perf/capability - Performance/control parameters - Airspeed - Not attained/maintained, Aircraft - Aircraft oper/perf/capability - Performance/control parameters - Angle of attack - Not attained/maintained, Environmental issues - Conditions/weather/phenomena - Ceiling/visibility/precip - Low visibility - Effect on operation, Personnel issues - Task performance - Use of equip/info - Use of policy/procedure - Pilot, Environmental issues - Conditions/weather/phenomena - Ceiling/visibility/precip - Low visibility - Compliance w/ procedure, Personnel issues - Action/decision - Action - Lack of action - ATC personnel, Environmental issues - Conditions/weather/phenomena - Ceiling/visibility/precip - Low visibility - Decision related to condition",,"29.080278","-81.046668999999994","INDEPENDENT TECHNOLOGIES INC","EPIC LT","AIR","7FL6","SPRUCE CREEK","true","1","TP",,"PERS","091","Substantial","IMC",,"Approach","Completed",,"Final","https://data.ntsb.gov/Docket?ProjectID=94534","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/94534/pdf"
"ERA17LA075","ACC","94536","2016-12-27T17:00:00Z","Bridgeport","Alabama","United States",,"N3772F","17255267","false","Aviation","DirectorBrief","2019-09-27T04:00:00Z","2019-05-28T18:05:00Z","Serious","0","1","1","2","0","The pilot's decision to make steep turns to the right while operating on the right fuel tank with low fuel quantity, which led to a loss of engine power due to unporting of the right fuel tank and fuel starvation.","Aircraft - Fluids/misc hardware - Fluids - Fuel - Fluid level, Personnel issues - Action/decision - Action - Incorrect action selection - Pilot",,"34.985832000000002","-85.722778000000005","CESSNA","172","AIR",,,"false","1","REC",,"PERS","091","Substantial","VMC",,"Maneuvering","Completed",,"Final","https://data.ntsb.gov/Docket?ProjectID=94536","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/94536/pdf"
"WPR17LA042","ACC","94539","2016-12-27T16:53:00Z","Willows","California","United States",,"N602L","602-0526","false","Aviation","DirectorBrief","2018-11-06T05:00:00Z","2018-06-14T19:34:00Z","None","0","0","0","0","0","The decision of the maintenance facility mechanic to conduct maintenance without reference to the applicable manufacturer’s guidance, which resulted in the improper reassembly and subsequent failure of the engine compressor bleed valve, which in turn prevented the engine from responding to further power demand at a critical phase of flight. Contributing to the accident was the failure of the maintenance facility’s director of maintenance to ensure that the overhaul was conducted properly and that the required post-maintenance test procedures were accomplished.","Aircraft - Aircraft power plant - Engine bleed air system - Compressor bleed valve - Incorrect service/maintenance, Personnel issues - Action/decision - Info processing/decision - Decision making/judgment - Maintenance personnel, Personnel issues - Task performance - Maintenance - Installation - Maintenance personnel",,"39.509444999999999","-122.21694100000001","AIR TRACTOR INC","AT 602","AIR","WLW","WILLOWS-GLENN COUNTY","false",,"TP",,"POSI","091","Substantial","VMC",,"Approach","Completed",,"Final","https://data.ntsb.gov/Docket?ProjectID=94539","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/94539/pdf"
"CEN17LA061","ACC","94533","2016-12-27T13:30:00Z","Farmington","Missouri","United States",,"N918KS","81947","false","Aviation","DirectorBrief","2017-10-02T04:00:00Z","2017-08-11T13:39:00Z","Minor","0","0","1","1","0","The pilot's failure to maintain airplane control during takeoff in crosswind conditions.","Environmental issues - Conditions/weather/phenomena - Wind - Gusts - Response/compensation, Personnel issues - Task performance - Use of equip/info - Aircraft control - Pilot, Environmental issues - Conditions/weather/phenomena - Wind - Gusts - Effect on operation",,"37.761111999999997","-90.428611000000004","MEAD","RV 8A","AIR","FAM","FARMINGTON RGNL","true","1","REC",,"PERS","091","Substantial","VMC",,"Takeoff","Completed",,"Final","https://data.ntsb.gov/Docket?ProjectID=94533","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/94533/pdf"
"DCA17WA047","ACC","94535","2016-12-27T05:00:00Z","Dabolim, Goa",,"India",,"VT-JBG","35083","false","Aviation","",,,"Minor","0","0","10","10","0",,,,"15.380277","73.834998999999996","BOEING","737","AIR",,,"false",,,,,"NUSC","Substantial",,,"Takeoff","N/A",,,"","None"
"ERA17FA073","ACC","94531","2016-12-26T17:02:00Z","Gatlinburg","Tennessee","United States",,"N1839X","18255939","false","Aviation","DirectorBrief","2018-04-17T04:00:00Z","2018-03-20T17:32:00Z","Fatal","3","0","0","3","0","The non-instrument-rated pilot's intentional visual flight rules flight into instrument meteorological conditions, which resulted in controlled flight into terrain. Contributing to the accident was the pilot's established anti-authority attitude.","Personnel issues - Action/decision - Info processing/decision - Decision making/judgment - Pilot, Personnel issues - Experience/knowledge - Experience/qualifications - Total instrument experience - Pilot, Aircraft - Aircraft oper/perf/capability - Performance/control parameters - Altitude - Not attained/maintained, Environmental issues - Conditions/weather/phenomena - Ceiling/visibility/precip - Low visibility - Effect on operation, Environmental issues - Conditions/weather/phenomena - Ceiling/visibility/precip - Low visibility - Decision related to condition, Personnel issues - Psychological - Personality/attitude - Personality - Pilot, Personnel issues - Psychological - Personality/attitude - Self confidence - Pilot, Personnel issues - Physical - Health/Fitness - Use of medication/drugs - Pilot",,"35.651943000000003","-83.458335000000005","CESSNA","182","AIR","GKT","GATLINBURG-PIGEON FORGE","false","1","REC",,"PERS","091","Destroyed","IMC",,"Enroute","Completed",,"Final","https://data.ntsb.gov/Docket?ProjectID=94531","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/94531/pdf"
"WPR17FA041","ACC","94530","2016-12-26T14:18:00Z","Fresno","California","United States",,"N176PA","80842","false","Aviation","DirectorBrief","2018-05-09T04:00:00Z","2018-04-20T18:42:00Z","Fatal","2","0","0","2","0","The pilot's abnormally steep takeoff climb followed by a loss of control and rapid descent to ground impact, for undetermined reasons.","Personnel issues - Task performance - Use of equip/info - Aircraft control - Pilot, Aircraft - Aircraft oper/perf/capability - Performance/control parameters - Climb rate - Not attained/maintained, Aircraft - Aircraft oper/perf/capability - Performance/control parameters - Lateral/bank control - Not attained/maintained, Not determined - Not determined - (general) - (general) - Unknown/Not determined, Personnel issues - Experience/knowledge - Experience/qualifications - Recent experience - Pilot, Personnel issues - Experience/knowledge - Experience/qualifications - Recent experience w/ equipment - Pilot",,"36.844444000000003","-119.870834","PETRUS DAVID WAYNE","S90","AIR","E79","Sierra Sky Park","true",,"REC",,"PERS","091","Destroyed","VMC",,"Initial Climb","Completed",,"Final","https://data.ntsb.gov/Docket?ProjectID=94530","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/94530/pdf"
"DCA17WA048","INC","94546","2016-12-25T07:19:00Z","Addis Ababa",,"Ethiopia",,"SU-GEA",,"false","Aviation","",,,"None","0","0","0",,"0",,,,"8.9777769999999997","38.799446000000003","BOEING","737","AIR",,,"false",,,,,"NUSC","Minor",,,"Landing","N/A",,,"","None"
"GAA17CA104","ACC","94544","2016-12-24T10:30:00Z","Palm Coast","Florida","United States",,"N1289Y","172S9851","false","Aviation","DirectorBrief","2017-04-04T04:00:00Z","2017-02-28T18:46:00Z","None","0","0","0","0","0","The student pilot’s improper landing flare, which resulted in a hard landing and porpoise.","Aircraft - Aircraft oper/perf/capability - Performance/control parameters - Landing flare - Not attained/maintained, Personnel issues - Task performance - Use of equip/info - Aircraft control - Student/instructed pilot",,"29.468333999999999","-81.199995999999999","CESSNA","172","AIR","FIN","FLAGLER EXECUTIVE","false","1","REC",,"INST","091","Substantial","VMC",,"Landing","Completed",,"Final","https://data.ntsb.gov/Docket?ProjectID=94544","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/94544/pdf"
"ERA17WA085","ACC","94598","2016-12-23T19:30:00Z","Tabatinga",,"Brazil",,"PT-ICU","TH-174","false","Aviation","",,,"Fatal","3","0","1","4","0",,,,"-4.3408329999999999","-69.936110999999997","BEECH","58","AIR","SBTT","Tabatinga","false",,,,,"NUSN","Destroyed","Unknown",,"Approach","N/A",,,"","None"
"CEN17LA070","ACC","94570","2016-12-23T17:18:00Z","Pontiac","Michigan","United States",,"N1337H","15AC-377","false","Aviation","DirectorBrief","2020-04-20T04:00:00Z","2019-11-08T19:47:00Z","None","0","0","0","0","0","The improper installation of the left wheel brake torque plate by maintenance personnel, which resulted in the separation of the torque plate from the axle endplate and a loss of directional control during landing.","Aircraft - Aircraft systems - Landing gear system - Brake - Incorrect service/maintenance, Aircraft - Aircraft systems - Landing gear system - Brake - Failure, Personnel issues - Task performance - Maintenance - Modification/alteration - Maintenance personnel, Personnel issues - Task performance - Maintenance - Installation - Maintenance personnel, Personnel issues - Task performance - Use of equip/info - Aircraft control - Pilot, Aircraft - Aircraft oper/perf/capability - Performance/control parameters - Directional control - Attain/maintain not possible, Environmental issues - Physical environment - Object/animal/substance - Snow/ice - Contributed to outcome",,"42.665554","-83.420554999999993","AERONCA","15AC","AIR","PTK","Oakland County International A","false","1","REC",,"PERS","091","Substantial","VMC",,"Landing","Completed",,"Final","https://data.ntsb.gov/Docket?ProjectID=94570","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/94570/pdf"
"GAA17CA099","ACC","94532","2016-12-23T14:10:00Z","Hartford","Connecticut","United States",,"N250YA","39-79A0341","false","Aviation","DirectorBrief","2017-03-13T04:00:00Z","2017-02-21T18:25:00Z","Minor","0","0","1","1","0","The student pilot’s improper landing flare, which resulted in a bounced hard landing.","Aircraft - Aircraft oper/perf/capability - Performance/control parameters - Landing flare - Not attained/maintained, Personnel issues - Task performance - Use of equip/info - Aircraft control - Student/instructed pilot",,"41.733333000000002","-72.649444000000003","PIPER","PA38","AIR","HFD","HARTFORD-BRAINARD","false","1","REC",,"INST","091","Substantial","VMC",,"Landing","Completed",,"Final","https://data.ntsb.gov/Docket?ProjectID=94532","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/94532/pdf"
"ERA17FA072","ACC","94529","2016-12-23T12:45:00Z","Middlebury","Vermont","United States",,"N31202","28-7816552","false","Aviation","DirectorBrief","2018-07-16T04:00:00Z","2018-06-13T17:05:00Z","Fatal","1","0","0","1","0","The pilot's improper decision to return to the airport following a partial or complete loss of engine power during takeoff initial climb and his failure to maintain sufficient airspeed while maneuvering, which resulted in exceedance of the critical angle of attack and an aerodynamic stall.","Personnel issues - Action/decision - Info processing/decision - Decision making/judgment - Pilot, Personnel issues - Task performance - Use of equip/info - Aircraft control - Pilot, Aircraft - Aircraft oper/perf/capability - Performance/control parameters - Airspeed - Not attained/maintained, Aircraft - Aircraft oper/perf/capability - Performance/control parameters - Angle of attack - Not attained/maintained",,"43.981388000000003","-73.094443999999996","PIPER","PA28","AIR","6B0","MIDDLEBURY STATE","false","1","REC",,"PERS","091","Substantial","VMC","PC AIR VENTURES LTD","Initial Climb","Completed",,"Final","https://data.ntsb.gov/Docket?ProjectID=94529","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/94529/pdf"
