"NtsbNo","EventType","Mkey","EventDate","City","State","Country","ReportNo","N#","SerialNumber","HasSafetyRec","Mode","ReportType","OriginalPublishedDate","DocketOriginalPublishedDate","HighestInjuryLevel","FatalInjuryCount","SeriousInjuryCount","MinorInjuryCount","OnboardInjuryCount","OnGroundInjuryCount","ProbableCause","Findings","EventID","Latitude","Longitude ","Make","Model","AirCraftCategory","AirportID","AirportName","AmateurBuilt","NumberOfEngines","EngineType","Scheduled","PurposeOfFlight","FAR","AirCraftDamage","WeatherCondition","Operator","BroadPhaseofFlight","ReportStatus","RepGenFlag","MostRecentReportType","DocketUrl","ReportUrl"
"GAA19CA119","ACC","98924","2018-12-27T14:00:00Z","Sugar Land","Texas","United States",,"N17SJ","172S8344","false","Aviation","DirectorBrief","2019-11-06T05:00:00Z","2019-03-14T12:25:00Z","None","0","0","0","0","0","The student pilot's failure to maintain directional control during takeoff, which resulted in a runway excursion and impact with a sign.","Aircraft - Aircraft oper/perf/capability - Performance/control parameters - Directional control - Not attained/maintained, Personnel issues - Task performance - Use of equip/info - Aircraft control - Student/instructed pilot, Environmental issues - Physical environment - Object/animal/substance - Sign/marker - Effect on operation",,"29.622776999999999","-95.656668999999994","Cessna","172","AIR","SGR","SUGAR LAND RGNL","false","1","REC",,"INST","091","Substantial","VMC","Anson Air Llc","Takeoff","Completed",,"Final","https://data.ntsb.gov/Docket?ProjectID=98924","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/98924/pdf"
"ENG19IA008","INC","98808","2018-12-26T05:00:00Z","Busan","Other Foreign","Republic Of Korea",,"HL8314","55035","false","Aviation","DirectorBrief","2022-03-02T05:00:00Z",,,"0","0","0","0",,"The manufacturer’s inadequate cleaning of the crucible before melting the nickel alloy used in casting the low pressure turbine stage 3 blades that resulted in a casting anomaly from where an intergranular crack occurred became the origin of a fatigue crack that led to the fracture of a low pressure turbine stage 3 blade.","Aircraft - Aircraft power plant - Engine (turbine/turboprop) - Turbine section - Fatigue/wear/corrosion, Aircraft - Aircraft power plant - Engine (turbine/turboprop) - Turbine section - Failure, Organizational issues - Development - Manufacture/production - (general) - Manufacturer, Organizational issues - Development - Manufacture/production - Equipment manufacture - Manufacturer",,"35.154060000000001","131.133565","AIRBUS","A220","AIR",,,"false","2","GTFN","SCHD",,"NUSC","None","Unknown","KoreanAir","Enroute","Completed",,"Final","","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/98808/pdf"
"CEN19LA049","ACC","98803","2018-12-25T18:03:00Z","Sioux Falls","South Dakota","United States",,"N6745V","TJ-272","false","Aviation","DirectorBrief","2020-12-03T05:00:00Z","2020-12-03T19:00:00Z","Fatal","2","0","0","2","0","The pilot's failure to maintain adequate airspeed during the instrument approach which led to an aerodynamic stall.","Aircraft - Aircraft oper/perf/capability - Performance/control parameters - Airspeed - Not attained/maintained, Personnel issues - Task performance - Use of equip/info - Aircraft control - Pilot, Aircraft - Aircraft oper/perf/capability - Performance/control parameters - Angle of attack - Not attained/maintained",,"43.501944999999999","-96.700835999999995","Beech","58","AIR","KFSD","Joe Foss Field Airport","false","2","REC",,"PERS","091","Destroyed","IMC",,"Approach","Completed",,"Final","https://data.ntsb.gov/Docket?ProjectID=98803","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/98803/pdf"
"CEN19LA048","ACC","98801","2018-12-25T10:48:00Z","Watkins","Colorado","United States",,"N711KJ","21159","false","Aviation","DirectorBrief","2021-07-15T04:00:00Z","2021-06-23T04:00:00Z","None","0","0","0","0",,"The pilot’s failure to apply adequate torque to a fuel line during recent maintenance, which allowed the line to loosen in flight and fuel to enter the hot engine compartment and resulted in an in-flight fire that consumed the airplane.","Personnel issues - Task performance - Maintenance - Installation - Pilot, Aircraft - Aircraft systems - Fuel system - Fuel distribution - Incorrect service/maintenance",,"39.784193999999999","-104.53762999999999","Vans","RV 6","AIR","CFO","COLORADO AIR AND SPACE PORT","true","1","REC","NSCH","PERS","091","Destroyed","VMC",,"Landing","Completed",,"Final","https://data.ntsb.gov/Docket?ProjectID=98801","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/98801/pdf"
"CEN19TA075","ACC","98928","2018-12-24T23:15:00Z","Strum","Wisconsin","United States",,"N145EC","9181","false","Aviation","DirectorBrief","2020-06-29T04:00:00Z","2019-12-09T19:32:00Z","Minor","0","0","3","3","0","The pilot's failure to maintain clearance from the fire truck.","Personnel issues - Psychological - Attention/monitoring - Monitoring environment - Pilot, Aircraft - Aircraft oper/perf/capability - Performance/control parameters - Altitude - Not attained/maintained, Environmental issues - Physical environment - Object/animal/substance - Ground vehicle - Contributed to outcome",,"44.549720000000001","-91.391386999999995","MBB","BK117","HELI",,,"false","2","TS","NSCH",,"135","Substantial","VMC","Mayo Clinic","Landing","Completed",,"Final","https://data.ntsb.gov/Docket?ProjectID=98928","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/98928/pdf"
"ERA19RA077","ACC","98807","2018-12-24T21:45:00Z","Santa Maria Coronango, State of Puebla",,"Mexico",,"XA-BON","22174","false","Aviation","",,,"Fatal","5","0","0","5","0",,,,"19.138055000000001","-98.325278999999995","AGUSTA","A109","HELI",,,"false",,"TS",,"PERS","NUSN","Destroyed","VMC","Servicios Aereos del Altiplano S.A. de C.V.","Enroute","N/A",,,"","None"
"ERA19LA079","ACC","98856","2018-12-24T14:44:00Z","Fort Lauderdale","Florida","United States",,"N3015E","17271404","false","Aviation","DirectorBrief","2020-04-13T04:00:00Z","2019-10-01T12:48:00Z","None","0","0","0","0","0","A total loss of engine power due to the fatigue fracture of the No. 2 exhaust rocker arm stud.","Aircraft - Aircraft power plant - Engine (reciprocating) - Recip eng cyl section - Fatigue/wear/corrosion, Aircraft - Aircraft power plant - Engine (reciprocating) - Recip eng cyl section - Failure",,"25.909444000000001","-80.120552000000004","Cessna","172","AIR",,,"false","1","REC",,"INST","091","Substantial","VMC",,"Enroute","Completed",,"Final","https://data.ntsb.gov/Docket?ProjectID=98856","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/98856/pdf"
"CEN19LA061","ACC","98879","2018-12-23T16:10:00Z","Norwood","Colorado","United States",,"N3120S","18255620","false","Aviation","DirectorBrief","2021-05-05T04:00:00Z","2020-07-31T16:28:00Z","None","0","0","0","0","0","The partial loss of engine power for undetermined reasons.","Not determined - Not determined - (general) - (general) - Unknown/Not determined",,"38.165832000000002","-108.305831","Cessna","182","AIR","None","Private Airstrip","false","1","REC",,"PERS","091","Substantial","VMC",,"Landing","Completed",,"Final","https://data.ntsb.gov/Docket?ProjectID=98879","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/98879/pdf"
"ANC19CA009","ACC","98821","2018-12-22T19:30:00Z","Big Lake","Alaska","United States",,"N93018","18503161","false","Aviation","DirectorBrief","2019-09-26T04:00:00Z","2019-04-01T14:58:00Z","None","0","0","0","0","0","The pilot's improper decision to land on a roadway during dark night conditions with inoperable landing and taxi lights, which resulted in an impact with a snow berm.","Personnel issues - Action/decision - Info processing/decision - Decision making/judgment - Pilot, Environmental issues - Physical environment - Object/animal/substance - Snow/ice - Decision related to condition, Environmental issues - Physical environment - Runway/land/takeoff/taxi surface - Snow/slush/ice covered surface - Effect on operation",,"61.537497999999999","-149.85028","Cessna","A185","AIR",,,"false","1","REC",,"PERS","091","Substantial","VMC",,"Landing","Completed",,"Final","https://data.ntsb.gov/Docket?ProjectID=98821","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/98821/pdf"
"WPR19LA050","ACC","98820","2018-12-22T17:22:00Z","Santa Ana","California","United States",,"N15321","28-7325039","false","Aviation","DirectorBrief","2022-04-01T04:00:00Z",,"None","0","0","0","0",,"A total loss of engine power due to a loose carburetor bowl.","Aircraft - Aircraft power plant - Engine fuel and control - Fuel control/carburetor - Damaged/degraded",,"33.675277000000001","-117.86888","Piper","PA28","AIR","KSNA","John Wayne Airport","false","1","REC",,"INST","091","Substantial","VMC","TRC Holdings","Initial Climb","Completed",,"Final","","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/98820/pdf"
"ERA19LA091","ACC","98900","2018-12-22T14:30:00Z","Naples","Florida","United States",,"N564SC","C0524","false","Aviation","DirectorBrief","2020-06-29T04:00:00Z","2019-12-13T15:56:00Z","Serious","0","1","1","2","0","Collision with a bird in flight, which resulted in damage to the engine, a fuel leak, and a subsequent total loss of engine power due to fuel exhaustion.","Aircraft - Aircraft power plant - Engine (reciprocating) - (general) - Damaged/degraded, Environmental issues - Physical environment - Object/animal/substance - Animal(s)/bird(s) - Contributed to outcome, Environmental issues - Physical environment - Object/animal/substance - Tree(s) - Contributed to outcome, Environmental issues - Physical environment - Object/animal/substance - Sign/marker - Contributed to outcome",,"26.166944000000001","-81.516113000000004","Czech Sport","SPORTCRUISER","AIR",,,"false","1","REC",,"PERS","091","Substantial","VMC","Jrs Flying Club Llc","Enroute","Completed",,"Final","https://data.ntsb.gov/Docket?ProjectID=98900","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/98900/pdf"
"ERA19LA078","ACC","98855","2018-12-22T11:12:00Z","Lakeland","Florida","United States",,"N587BL","087/2014","false","Aviation","DirectorBrief","2020-04-13T04:00:00Z","2020-01-29T16:31:00Z","Fatal","1","0","0","1","0","The student pilot's exceedance of the airplane's critical angle of attack during the initial climb, resulting in an aerodynamic stall from which the pilot did not recover.","Aircraft - Aircraft oper/perf/capability - Performance/control parameters - Airspeed - Not attained/maintained, Aircraft - Aircraft oper/perf/capability - Performance/control parameters - Angle of attack - Capability exceeded, Aircraft - Aircraft oper/perf/capability - Performance/control parameters - Climb rate - Capability exceeded, Personnel issues - Task performance - Use of equip/info - Aircraft control - Student/instructed pilot",,"27.986664999999999","-82.023887000000002","BRM Aero","Bristell S-LSA","AIR","LAL","Lakeland Linder Rgnl","false","1","REC",,"INST","091","Destroyed","VMC","Industrial Mobile Cranes Inc","Initial Climb","Completed",,"Final","https://data.ntsb.gov/Docket?ProjectID=98855","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/98855/pdf"
"DCA19WA057","INC","98865","2018-12-22T00:35:00Z","Delhi Airspace",,"India",,"N919CA","25302","false","Aviation","",,,"None","0","0","0",,"0",,,,,,"BOEING","747-428","AIR",,,"false",,,"NSCH",,"121","None",,"National Airlines","Enroute","N/A",,,"","None"
"WPR19LA049","ACC","98819","2018-12-21T14:30:00Z","Walla Walla","Washington","United States",,"N46147","L5567","false","Aviation","DirectorBrief","2022-04-01T04:00:00Z","2022-03-17T11:00:00Z","None","0","0","0","0","0","The pilot's improper preflight planning, which resulted in a total loss of engine power due to fuel exhaustion.","Personnel issues - Task performance - Planning/preparation - Fuel planning - Pilot, Aircraft - Fluids/misc hardware - Fluids - Fuel - Fluid management",,"46.232222999999998","-118.224166","Taylorcraft","L 2M","AIR",,,"false","1","REC",,"PERS","091","Substantial","VMC",,"Enroute","Completed",,"Final","https://data.ntsb.gov/Docket?ProjectID=98819","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/98819/pdf"
"GAA19CA129","ACC","98953","2018-12-21T14:00:00Z","Marshall","Texas","United States",,"N23YR","18282379","false","Aviation","DirectorBrief","2019-09-26T04:00:00Z","2019-05-13T20:06:00Z","None","0","0","0","0","0","The pilot's failure to maintain directional control during landing.","Aircraft - Aircraft oper/perf/capability - Performance/control parameters - Directional control - Not attained/maintained, Personnel issues - Task performance - Use of equip/info - Aircraft control - Student/instructed pilot",,"32.520556999999997","-94.307777000000002","Cessna","182","AIR","ASL","Harrison County","false","1","REC",,"PERS","091","Substantial","VMC","P R Parker Company Inc","Landing","Completed",,"Final","https://data.ntsb.gov/Docket?ProjectID=98953","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/98953/pdf"
"CEN19LA070","ACC","98892","2018-12-21T12:45:00Z","Abilene","Texas","United States",,"N254RA","17265910","false","Aviation","DirectorBrief","2020-04-13T04:00:00Z","2019-04-24T11:27:00Z","None","0","0","0","0","0","The pilot's failure to see and avoid a cell tower wire during a pipeline patrol flight. Contributing to the accident was the pilot's distraction due to writing down observations about the pipeline while flying.","Personnel issues - Action/decision - Info processing/decision - Decision making/judgment - Pilot, Personnel issues - Psychological - Attention/monitoring - Monitoring environment - Pilot, Aircraft - Aircraft oper/perf/capability - Performance/control parameters - Altitude - Not attained/maintained, Environmental issues - Physical environment - Object/animal/substance - Wire - Effect on operation",,"32.259998000000003","-99.566389999999998","Cessna","172","AIR","ABI","Abilene Regional Airport","false","1","REC",,"AOBV","091","Substantial","VMC",,"Maneuvering","Completed",,"Final","https://data.ntsb.gov/Docket?ProjectID=98892","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/98892/pdf"
"GAA19CA123","ACC","98932","2018-12-20T15:30:00Z","Center","Texas","United States",,"N8487X","17248987","false","Aviation","DirectorBrief","2019-09-26T04:00:00Z","2019-03-14T13:59:00Z","Minor","0","0","1","1","0","The pilot's exceedance of the airplane's critical angle of attack during landing in gusting crosswind conditions, which resulted in an aerodynamic stall.","Personnel issues - Task performance - Use of equip/info - Aircraft control - Pilot, Aircraft - Aircraft oper/perf/capability - Performance/control parameters - Angle of attack - Capability exceeded, Environmental issues - Conditions/weather/phenomena - Wind - Crosswind - Effect on operation, Environmental issues - Conditions/weather/phenomena - Wind - Gusts - Effect on operation, Environmental issues - Physical environment - Object/animal/substance - (general) - Contributed to outcome",,"31.835277000000001","-94.157218","Cessna","172","AIR","F17","CENTER MUNI","false","1","REC",,"PERS","091","Substantial","VMC",,"Landing","Completed",,"Final","https://data.ntsb.gov/Docket?ProjectID=98932","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/98932/pdf"
"ERA19FA071","ACC","98793","2018-12-20T13:10:00Z","Atlanta","Georgia","United States",,"N188CW","560-0148","false","Aviation","DirectorBrief","2020-07-13T04:00:00Z","2020-06-12T18:46:00Z","Fatal","4","0","0","4","0","The pilot's loss of airplane control due to spatial disorientation during initial climb in instrument meteorological conditions.","Personnel issues - Psychological - Perception/orientation/illusion - Spatial disorientation - Pilot, Aircraft - Aircraft oper/perf/capability - Performance/control parameters - Directional control - Not attained/maintained, Personnel issues - Task performance - Use of equip/info - Aircraft control - Pilot, Environmental issues - Conditions/weather/phenomena - Ceiling/visibility/precip - Below VFR minima - Contributed to outcome",,"33.790554","-84.495001999999999","CESSNA","560","AIR","FTY","Fulton County Airport-Brown Fi","false","2","TF",,"PERS","091","Destroyed","IMC","Chen Aircrafts Llc","Initial Climb","Completed",,"Final","https://data.ntsb.gov/Docket?ProjectID=98793","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/98793/pdf"
"ERA19LA072","ACC","98795","2018-12-20T10:04:00Z","Mayport","Florida","United States",,"N307JM","4636253","false","Aviation","DirectorBrief","2022-04-21T04:00:00Z","2022-04-13T19:00:00Z","Fatal","2","0","0","2",,"An in-flight loss of control following an encounter with supercooled large droplet icing conditions, which ultimately resulted in an uncontrolled descent and subsequent inflight breakup. Also causal was the pilot’s failure to maintain an appropriate airspeed for flight in icing conditions.","Personnel issues - Task performance - Use of equip/info - Aircraft control - Pilot, Aircraft - Aircraft oper/perf/capability - Performance/control parameters - Airspeed - Not attained/maintained, Environmental issues - Conditions/weather/phenomena - Temp/humidity/pressure - Conducive to structural icing - Response/compensation",,"30.400554","-81.384444999999999","Piper","PA46","AIR",,,"false","1","REC",,"PERS","091","Destroyed","IMC",,"Enroute","Completed",,"Final","https://data.ntsb.gov/Docket?ProjectID=98795","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/98795/pdf"
"DCA19WA049","INC","98798","2018-12-20T01:00:00Z","Belo Horizonte",,"Brazil",,"PT-MUG",,"false","Aviation","",,,"None","0","0","0",,"0",,,,,,"BOEING","777","AIR",,,"false",,,,,"NUSC","Minor",,,"Initial Climb","N/A",,,"","None"
"ERA19FA070","ACC","98789","2018-12-19T20:36:00Z","Blairsville","Georgia","United States",,"N6143J","28-7690352","false","Aviation","DirectorBrief","2020-07-13T04:00:00Z","2020-06-12T20:37:00Z","Fatal","3","1","0","4","0","The pilot's failure to maintain clearance from trees during a visual approach for landing in night visual meteorological conditions. Contributing to the accident was the pilot's lack of recent experience flying at night.","Personnel issues - Psychological - Attention/monitoring - Monitoring environment - Pilot, Aircraft - Aircraft oper/perf/capability - Performance/control parameters - Altitude - Not attained/maintained, Environmental issues - Conditions/weather/phenomena - Light condition - Dark - Effect on operation, Personnel issues - Experience/knowledge - Experience/qualifications - Recent experience - Pilot",,"34.852499999999999","-84.015556000000004","Piper","PA28","AIR","DZJ","Blairsville","false","1","REC",,"PERS","091","Substantial","VMC",,"Approach","Completed",,"Final","https://data.ntsb.gov/Docket?ProjectID=98789","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/98789/pdf"
"GAA19CA102","ACC","98792","2018-12-19T16:30:00Z","Sedona","Arizona","United States",,"N636M","E-874","false","Aviation","DirectorBrief","2019-09-26T04:00:00Z","2019-06-27T20:42:00Z","None","0","0","0","0","0","The pilot's failure to maintain the proper airspeed during landing, which resulted in the airplane landing too fast and too far down the runway to safely stop it.","Personnel issues - Task performance - Use of equip/info - Aircraft control - Pilot, Aircraft - Aircraft oper/perf/capability - Performance/control parameters - Airspeed - Not attained/maintained, Environmental issues - Physical environment - Object/animal/substance - Fence/fence post - Contributed to outcome",,"34.848609000000003","-111.78833","Beech","36","AIR","SEZ","Sedona","false","1","REC",,"PERS","091","Substantial","VMC","636M LLC","Landing","Completed",,"Final","https://data.ntsb.gov/Docket?ProjectID=98792","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/98792/pdf"
"ERA19LA074","ACC","98800","2018-12-19T15:20:00Z","McCormick","South Carolina","United States",,"N346MA","C0304","false","Aviation","DirectorBrief","2022-02-09T05:00:00Z","2022-01-19T05:00:00Z","Minor","0","0","2","2","0","A partial loss of engine power due to debris obstructing the metering plug orifice in the throttle and metering unit.","Aircraft - Aircraft power plant - Engine fuel and control - Fuel controlling system - Not specified, Aircraft - Aircraft systems - Fuel system - (general) - Incorrect service/maintenance, Personnel issues - Task performance - Maintenance - (general) - Maintenance personnel",,"33.885554999999997","-82.277495999999999","Diamond","DA20","AIR","S19","MC CORMICK COUNTY","false","1","REC",,"FLTS","091","Substantial","VMC","Falcon Aviation Academy Llc","Enroute","Completed",,"Final","https://data.ntsb.gov/Docket?ProjectID=98800","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/98800/pdf"
"ERA19WA082","ACC","98859","2018-12-19T13:05:00Z","Orihueca, Magdalena",,"Colombia",,"HK5253","1923R","false","Aviation","",,,"None","0","0","0","0","0",,,,"10.751388","-74.154724000000002","ROCKWELL","S2R","AIR",,,"false",,,,,"NUSC","Minor",,,"Maneuvering","N/A",,,"","None"
