"NtsbNo","EventType","Mkey","EventDate","City","State","Country","ReportNo","N#","SerialNumber","HasSafetyRec","Mode","ReportType","OriginalPublishedDate","DocketOriginalPublishedDate","HighestInjuryLevel","FatalInjuryCount","SeriousInjuryCount","MinorInjuryCount","OnboardInjuryCount","OnGroundInjuryCount","ProbableCause","Findings","EventID","Latitude","Longitude ","Make","Model","AirCraftCategory","AirportID","AirportName","AmateurBuilt","NumberOfEngines","EngineType","Scheduled","PurposeOfFlight","FAR","AirCraftDamage","WeatherCondition","Operator","BroadPhaseofFlight","ReportStatus","RepGenFlag","MostRecentReportType","DocketUrl","ReportUrl"
"ERA21LA093","ACC","102476","2020-12-29T12:50:00Z","Westfield","Massachusetts","United States",,"N916MT","TC-1623","false","Aviation","DirectorBrief","2021-07-16T04:00:00Z","2021-07-08T19:00:00Z","None","0","0","0","0",,"The pilot’s failure to maintain control of the airplane during the landing and his failure to confirm that the landing gear was extended before landing.","Aircraft - Aircraft systems - Landing gear system - Gear extension and retract sys - Not used/operated, Personnel issues - Action/decision - Action - Forgotten action/omission - Pilot, Aircraft - Aircraft oper/perf/capability - Performance/control parameters - Lateral/bank control - Not attained/maintained, Personnel issues - Task performance - Use of equip/info - Aircraft control - Pilot",,"42.158287999999999","-72.716048000000001","BEECH","95-B55 (T42A)","AIR","BAF","WESTFIELD-BARNES RGNL","false","2","REC",,"PERS","091","Substantial","VMC",,"Landing","Completed",,"Final","https://data.ntsb.gov/Docket?ProjectID=102476","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/102476/pdf"
"ERA21LA094","ACC","102477","2020-12-29T12:30:00Z","Stowe","Pennsylvania","United States",,"N6327F","18264160","false","Aviation","DirectorBrief","2021-08-20T04:00:00Z","2021-07-13T19:00:00Z","None","0","0","0","0","0","The pilot's loss of directional control while landing in a gusty crosswind, which resulted in a runway excursion and subsequent impact with terrain.","Aircraft - Aircraft oper/perf/capability - Performance/control parameters - Directional control - Not attained/maintained, Environmental issues - Conditions/weather/phenomena - Wind - Gusts - Effect on operation, Environmental issues - Conditions/weather/phenomena - Wind - Crosswind - Effect on operation, Personnel issues - Task performance - Use of equip/info - Aircraft control - Pilot",,"40.258777000000002","-75.673807999999994","CESSNA","182","AIR","N47","POTTSTOWN MUNI","false","1","REC",,"PERS","091","Substantial","VMC","BALDRICK AVIATION PARTNERSHIP LLC","Landing","Completed",,"Final","https://data.ntsb.gov/Docket?ProjectID=102477","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/102477/pdf"
"GAA21WA006","ACC","102499","2020-12-29T11:30:00Z","Rancador, PR",,"Brazil",,"PT-KCK",,"false","Aviation","",,,"Fatal","4","0","0","4",,,,,"243935","521722","CESSNA","177","AIR",,,"false",,,,,"NUSN","Destroyed",,"Rogerio Franci Brito e Outros","Enroute","N/A",,"Prelim","","None"
"CEN21LA102","ACC","102472","2020-12-29T09:35:00Z","Tuckers Crossing","Mississippi","United States",,"N103SU","210895D","false","Aviation","DirectorBrief","2022-12-07T05:00:00Z","2022-11-18T19:00:00Z","Fatal","1","0","0","1",,"The pilot’s loss of helicopter control when the external saw contacted trees during an attempted emergency landing due to a main rotor transmission oil pressure warning. The reason that the pilot did not release the external saw from the helicopter during the attempted emergency landing could not be determined based on the available evidence.","Aircraft - Aircraft propeller/rotor - Main rotor system - Main rotor indicating system - Related operating info, Personnel issues - Task performance - Use of equip/info - Use of equip/system - Pilot, Not determined - Not determined - (general) - (general) - Unknown/Not determined, Aircraft - Aircraft oper/perf/capability - Performance/control parameters - Descent rate - Attain/maintain not possible, Personnel issues - Action/decision - Action - Lack of action - Pilot, Personnel issues - Task performance - Use of equip/info - Aircraft control - Pilot",,"31.611861000000001","-89.086611000000005","HUGHES","369D","HELI",,,"false","1","TS",,"EXLD","133","Destroyed","VMC","SIGNATURE PROPERTY HOLDINGS LLC","Maneuvering","Completed",,"Final","https://data.ntsb.gov/Docket?ProjectID=102472","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/102472/pdf"
"GAA21WA135","ACC","103231","2020-12-28T22:03:00Z","Mérida",,"Mexico",,"N24YP","55000082","false","Aviation","",,,"None","0","0","0","0",,,,,"20.931961999999999","-89.663096999999993","EMBRAER SA","EMB-550","AIR",,,"false","2",,,,"NUSN","Substantial",,,"Landing","N/A",,"Prelim","","None"
"CEN21LA103","ACC","102474","2020-12-28T21:00:00Z","Cypress","Texas","United States",,"N3702R","17255502","false","Aviation","DirectorBrief","2022-07-19T04:00:00Z","2022-06-16T19:00:00Z","None","0","0","0","0",,"A total loss of engine power due to fuel exhaustion.","Aircraft - Fluids/misc hardware - Fluids - Fuel - Fluid level, Personnel issues - Task performance - Planning/preparation - Fuel planning - Pilot",,"30.047197000000001","-95.667653000000001","CESSNA","172H","AIR",,,"false","1","REC","NSCH","PERS","091","Substantial","VMC","Texas Flight Aviation","Enroute","Completed",,"Final","https://data.ntsb.gov/Docket?ProjectID=102474","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/102474/pdf"
"CEN21LA101","ACC","102465","2020-12-28T20:45:00Z","Alexandria","Minnesota","United States",,"N134BA","LD-202","false","Aviation","DirectorBrief","2022-07-12T04:00:00Z","2022-06-13T19:00:00Z","None","0","0","0","0",,"The pilot’s decision to attempt takeoff with frost covering the airplane and rotating below the published rotation speed, which led to exceedance of the airplane’s critical angle of attack and an aerodynamic stall.","Environmental issues - Conditions/weather/phenomena - Temp/humidity/pressure - Conducive to structural icing - Effect on equipment, Personnel issues - Action/decision - Info processing/decision - Decision making/judgment - Pilot, Aircraft - Aircraft oper/perf/capability - Performance/control parameters - Airspeed - Not attained/maintained, Aircraft - Aircraft oper/perf/capability - Performance/control parameters - Angle of attack - Capability exceeded, Personnel issues - Task performance - Use of equip/info - Aircraft control - Pilot",,"45.865475000000004","-95.394470999999996","BEECH","65-A80-8800","AIR","AXN","CHANDLER FLD","false","1","REC","NSCH",,"135","Substantial","VMC","Bemidji Aviation Services, Inc.","Initial Climb","Completed",,"Final","https://data.ntsb.gov/Docket?ProjectID=102465","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/102465/pdf"
"CEN21LA105","ACC","102481","2020-12-28T17:00:00Z","Navasota","Texas","United States",,"N1236","30-1167","false","Aviation","DirectorBrief","2021-08-20T04:00:00Z","2021-08-11T18:00:00Z","None","0","0","0","0",,"The pilot’s failure to extend the landing gear before landing.","Aircraft - Aircraft systems - Landing gear system - (general) - Not used/operated, Personnel issues - Task performance - Use of equip/info - (general) - Pilot, Personnel issues - Task performance - Use of equip/info - Use of checklist - Pilot",,"30.37323","-96.114500000000007","PIPER","PA-30","AIR","60R","NAVASOTA MUNI","false","2","REC",,"PERS","091","Substantial","VMC",,"Landing","Completed",,"Final","https://data.ntsb.gov/Docket?ProjectID=102481","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/102481/pdf"
"ENG21WA010","INC","102475","2020-12-28T05:15:00Z","Keflavik",,"Iceland",,"N810NW","674","false","Aviation","",,,,,,,,,,,,,,"AIRBUS","A330","AIR","KEF","Keflvik","false","2",,"SCHD","BUS","121","None",,"Delta Air Lines","Enroute","N/A",,"Prelim","","None"
"WPR21LA075","ACC","102464","2020-12-27T19:12:00Z","Santa Ynez","California","United States",,"N5474D","D-5064","false","Aviation","DirectorBrief","2023-01-31T05:00:00Z","2023-03-01T01:00:00Z","Minor","0","0","3","3",,"The pilot’s mismanagement of fuel, which resulted in fuel starvation and a total loss of engine power.","Aircraft - Fluids/misc hardware - Fluids - Fuel - Fluid management, Personnel issues - Action/decision - Action - Incorrect action performance - Pilot, Personnel issues - Task performance - Use of equip/info - Use of equip/system - Pilot",,"34.607900000000001","-120.0843","BEECH","35","AIR","IZA","SANTA YNEZ","false","1","REC",,"PERS","091","Substantial","VMC",,"Approach","Completed",,"Final","https://data.ntsb.gov/Docket?ProjectID=102464","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/102464/pdf"
"ERA21LA091","ACC","102466","2020-12-27T16:20:00Z","Pleasant Valley","New York","United States",,"N8311X","17248811","false","Aviation","DirectorBrief","2023-02-02T05:00:00Z","2023-01-30T15:00:00Z","Minor","0","0","1","1","0","A total loss of engine power due to failure of the magnetos, which were not overhauled in accordance with the manufacturer’s time specifications.","Aircraft - Aircraft power plant - Ignition system - Magneto/distributor - Failure, Personnel issues - Task performance - Maintenance - Scheduled/routine maintenance - Owner/builder",,"41.717863999999999","-73.749790000000004","CESSNA","172","AIR","44N","Sky Acres Airport","false","1","REC",,"PERS","091","Substantial","VMC",,"Approach","Completed",,"Final","https://data.ntsb.gov/Docket?ProjectID=102466","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/102466/pdf"
"ERA21LA089","ACC","102459","2020-12-27T14:36:00Z","Bunn","North Carolina","United States",,"N205HL","142","false","Aviation","DirectorBrief","2021-07-16T04:00:00Z","2021-07-06T19:00:00Z","Serious","0","1","0","1",,"The pilot's failure to maintain adequate clearance from trees during an off-airport landing.","Aircraft - Aircraft oper/perf/capability - Performance/control parameters - Descent/approach/glide path - Not attained/maintained, Personnel issues - Action/decision - Info processing/decision - Decision making/judgment - Pilot, Environmental issues - Physical environment - Object/animal/substance - Tree(s) - Awareness of condition",,"35.960999999999999","-78.253600000000006","GLASFLUGEL","CLUB LIBELLE 205","GLI","7NC5","Crooked Creek Private  Airport","false","0",,,"PERS","091","Substantial","VMC",,"Approach","Completed",,"Final","https://data.ntsb.gov/Docket?ProjectID=102459","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/102459/pdf"
"ERA21LA088","ACC","102458","2020-12-27T14:00:00Z","Cleveland","Georgia","United States",,"N5939D","22-4602","false","Aviation","DirectorBrief","2022-11-04T04:00:00Z","2022-10-20T19:00:00Z","Minor","0","0","2","2","0","A total loss of engine power due to carburetor icing.","Environmental issues - Conditions/weather/phenomena - Temp/humidity/pressure - Conducive to carburetor icing - Effect on equipment",,"34.573720000000002","-83.715817000000001","PIPER","PA-22-150","AIR",,,"false","1","REC",,"PERS","091","Substantial","VMC",,"Maneuvering","Completed",,"Final","https://data.ntsb.gov/Docket?ProjectID=102458","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/102458/pdf"
"ERA21LA090","ACC","102463","2020-12-26T18:39:00Z","Locust Grove","Georgia","United States",,"N75825","17267982","false","Aviation","DirectorBrief","2021-09-20T04:00:00Z","2021-08-26T19:00:00Z","None","0","0","0","0","0","The pilot’s improper recovery from a bounced landing, which resulted in a loss of directional control and subsequent runway excursion.","Personnel issues - Task performance - Use of equip/info - Aircraft control - Pilot, Aircraft - Aircraft oper/perf/capability - Performance/control parameters - Directional control - Not attained/maintained",,"33.364091000000002","-84.168887999999995","CESSNA","172","AIR","GA04","MALLARDS LANDING","false","1","REC",,"PERS","091","Substantial","VMC","PATRICK RONALD D","Landing","Completed",,"Final","https://data.ntsb.gov/Docket?ProjectID=102463","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/102463/pdf"
"CEN21LA098","ACC","102457","2020-12-26T12:30:00Z","Waldron","Missouri","United States",,"N895BT","CH2-0217-2912","false","Aviation","DirectorBrief","2021-07-16T04:00:00Z","2021-07-07T18:00:00Z","Serious","0","1","0","1",,"The pilot’s improper landing flare during the rejected takeoff that resulted in a hard landing and nose landing gear collapse.","Aircraft - Aircraft oper/perf/capability - Performance/control parameters - Landing flare - Not attained/maintained, Personnel issues - Action/decision - Action - Incorrect action performance - Pilot",,"39.230666999999997","-94.801304999999999","Quad City Aircraft Corp","Challenger II","AIR","06MO","NOAH'S ARK","false","1","REC",,"PERS","091","Substantial","VMC",,"Landing","Completed",,"Final","https://data.ntsb.gov/Docket?ProjectID=102457","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/102457/pdf"
"GAA21WA031","ACC","102673","2020-12-26T04:47:00Z","Sela","Other Foreign","Indonesia",,"PK-SNR",,"false","Aviation","",,,"None","0","0","0","0",,,,,,,"CESSNA","208","AIR",,,"false",,,,,"NUSN","Substantial",,,"Landing","N/A",,"Prelim","","None"
"WPR21LA074","ACC","102455","2020-12-25T18:19:00Z","Peoria","Arizona","United States",,"N6534A","S60A-3071","false","Aviation","DirectorBrief","2021-09-20T04:00:00Z",,"Minor","0","0","1","1",,"The pilot’s encounter with an updraft which resulted in a loss of aircraft control and subsequent collision with powerlines.","Environmental issues - Conditions/weather/phenomena - Wind - Updraft - Effect on operation, Personnel issues - Task performance - Use of equip/info - Aircraft control - Pilot, Environmental issues - Physical environment - Object/animal/substance - Wire - Effect on equipment",,"33.570500000000003","-112.2503","AEROSTAR INTERNATIONAL INC","S-60A","BALL",,,"false","0",,"NSCH","AOBV","091","Substantial","VMC",,"Landing","Completed",,"Final","","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/102455/pdf"
"ENG21WA009","INC","102462","2020-12-25T13:37:00Z","Johannesburg",,"South Africa",,"ZS-SJR","32631","false","Aviation","",,,,,,,,,,,,,,"BOEING","737","AIR","JNB","Johannesburg, South Africa","false","2",,"SCHD",,"NUSC","None",,"Safair","Enroute","N/A",,"Prelim","","None"
"CEN21LA100","ACC","102461","2020-12-24T15:40:00Z","Pecatonica","Illinois","United States",,"N610DJ","0959","false","Aviation","DirectorBrief","2022-07-12T04:00:00Z","2022-06-21T04:00:00Z","Serious","0","1","0","1",,"A total loss of engine power for reasons that could not be determined based on the available information, and the pilot’s exceedance of the airplane’s critical angle of attack following the loss of engine power, which resulted in an aerodynamic stall/spin and impact with terrain.","Aircraft - Aircraft power plant - Engine (reciprocating) - (general) - Unknown/Not determined, Personnel issues - Task performance - Use of equip/info - Aircraft control - Pilot, Aircraft - Aircraft oper/perf/capability - Performance/control parameters - Angle of attack - Capability exceeded",,"42.303868000000001","-89.344837999999996","WALTON DANIEL J","SONEX","AIR","8IL5","Pecatonica","true","1",,"NSCH","PERS","091","Substantial","VMC","Pilot","Approach","Completed",,"Final","https://data.ntsb.gov/Docket?ProjectID=102461","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/102461/pdf"
"DCA21LA058","ACC","102469","2020-12-23T13:30:00Z","Houston","Texas","United States",,"N463UA","1282","false","Aviation","DirectorBrief","2022-01-06T05:00:00Z","2022-01-06T05:00:00Z","Serious","0","1","0","1",,"an encounter with forecasted convective turbulence during approach.","Environmental issues - Conditions/weather/phenomena - Turbulence - Convective turbulence - Effect on personnel",,"29.816516","-95.442813000000001","AIRBUS INDUSTRIE","A320-232","AIR",,,"false","2","TF","SCHD",,"121","None","VMC","United Airlines","Approach","Completed",,"Final","https://data.ntsb.gov/Docket?ProjectID=102469","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/102469/pdf"
"GAA21WA013","ACC","102602","2020-12-22T22:21:00Z","Uberlandia","Other Foreign","Brazil",,"PR-HFT",,"false","Aviation","",,,"None","0","0","0","0",,,,,"-18.884665999999999","-48.226179999999999","CESSNA","525","AIR","SBUL","TEN CEL AV Cesar Bombonato Aerodrome","false",,,,,"NUSN","Substantial",,,"Landing","N/A",,"Prelim","","None"
"ERA21LA095","ACC","102478","2020-12-22T16:30:00Z","Madisonville","Tennessee","United States",,"N4580C","25524","false","Aviation","DirectorBrief","2021-07-16T04:00:00Z","2021-07-08T19:00:00Z","None","0","0","0","0",,"The pilot's failure to maintain directional control during the landing rollout, which resulted in a ground loop.","Personnel issues - Task performance - Use of equip/info - Aircraft control - Pilot, Aircraft - Aircraft oper/perf/capability - Performance/control parameters - Directional control - Not attained/maintained",,"35.543596999999998","-84.382683999999998","CESSNA","170","AIR","MNV","MONROE COUNTY","false","1","REC",,"PERS","091","Substantial","VMC",,"Landing","Completed",,"Final","https://data.ntsb.gov/Docket?ProjectID=102478","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/102478/pdf"
"ERA21LA092","ACC","102473","2020-12-22T13:00:00Z","Culpeper","Virginia","United States",,"N505LP","172S8546","false","Aviation","DirectorBrief","2021-07-16T04:00:00Z","2021-07-06T19:00:00Z","None","0","0","0","0",,"The pilot’s decision to land the airplane in crosswind conditions that exceeded the airplane’s maximum demonstrated crosswind velocity.","Aircraft - Aircraft oper/perf/capability - Aircraft capability - Maximum crosswind component - Capability exceeded, Personnel issues - Action/decision - Info processing/decision - Decision making/judgment - Pilot, Environmental issues - Conditions/weather/phenomena - Wind - Crosswind - Effect on operation",,"38.524408999999999","-77.860354999999998","CESSNA","172S","AIR","CJR","Culpepper","false","1","REC",,"PERS","091","Substantial","VMC","WIFA (WASHINGTON INTERNATIONAL FLIGHT ACADEMY) LLC","Landing","Completed",,"Final","https://data.ntsb.gov/Docket?ProjectID=102473","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/102473/pdf"
"WPR21WA073","ACC","102454","2020-12-22T11:00:00Z","Clare",,"Australia",,"VH-HOB","10801","false","Aviation","",,,"None","0","0","0","0",,,,,"-33.747199999999999","138.71420000000001","ROBINSON","R44","HELI",,,"false",,,,,"NUSN","Substantial",,,,"N/A",,"Prelim","","None"
"CEN21LA099","ACC","102460","2020-12-21T17:25:00Z","Peyton","Colorado","United States",,"N5937G","15071437","false","Aviation","DirectorBrief","2021-08-20T04:00:00Z","2021-08-11T18:00:00Z","None","0","0","0","0",,"The student pilot did not maintain directional control of the airplane while landing. Contributing to the accident was the pilot’s diverted attention to the incorrect flap setting.","Personnel issues - Psychological - Attention/monitoring - Task monitoring/vigilance - Pilot, Aircraft - Aircraft oper/perf/capability - Performance/control parameters - Directional control - Not attained/maintained, Personnel issues - Task performance - Use of equip/info - Aircraft control - Pilot",,"38.945667999999998","-104.57116000000001","CESSNA","150K","AIR","FLY","MEADOW LAKE","false","1","REC",,"INST","091","Substantial","VMC",,"Landing","Completed",,"Final","https://data.ntsb.gov/Docket?ProjectID=102460","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/102460/pdf"
"WPR21LA072","ACC","102448","2020-12-21T16:25:00Z","Livermore","California","United States",,"N4106K","NAV-4-1106","false","Aviation","DirectorBrief","2022-08-31T04:00:00Z","2022-08-23T11:00:00Z","None","0","0","0","0",,"The improper installation of the gascolator fuel inlet line and hose clamp connection, which resulted in the total loss of engine power.","Personnel issues - Task performance - Maintenance - Installation - Maintenance personnel, Aircraft - Aircraft systems - Fuel system - Fuel distribution - Incorrect service/maintenance",,"37.693052000000002","-121.81164","NAVION","Navion A","AIR","LVK","LIVERMORE MUNI","false","1","REC","NSCH","FLTS","091","Substantial","VMC",,"Approach","Completed",,"Final","https://data.ntsb.gov/Docket?ProjectID=102448","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/102448/pdf"
"CEN21LA096","ACC","102446","2020-12-21T15:52:00Z","Grand Prairie","Texas","United States",,"N772BM","BMX101","false","Aviation","DirectorBrief","2022-07-12T04:00:00Z","2022-06-22T04:00:00Z","Fatal","2","0","0","2",,"The pilot’s loss of airplane control during the departure turn, which resulted in an aerodynamic stall and impact with terrain.","Aircraft - Aircraft oper/perf/capability - Performance/control parameters - Angle of attack - Capability exceeded, Personnel issues - Task performance - Use of equip/info - Aircraft control - Pilot, Aircraft - Aircraft oper/perf/capability - Performance/control parameters - Airspeed - Not attained/maintained",,"32.698777999999997","-97.046916999999993","Express","CT","AIR","GPM","Grand Prairie Municipal Airport","false","1","REC","NSCH","PERS","091","Destroyed","VMC",,"Maneuvering","Completed",,"Final","https://data.ntsb.gov/Docket?ProjectID=102446","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/102446/pdf"
