"NtsbNo","EventType","Mkey","EventDate","City","State","Country","ReportNo","N#","SerialNumber","HasSafetyRec","Mode","ReportType","OriginalPublishedDate","DocketOriginalPublishedDate","HighestInjuryLevel","FatalInjuryCount","SeriousInjuryCount","MinorInjuryCount","OnboardInjuryCount","OnGroundInjuryCount","ProbableCause","Findings","EventID","Latitude","Longitude ","Make","Model","AirCraftCategory","AirportID","AirportName","AmateurBuilt","NumberOfEngines","EngineType","Scheduled","PurposeOfFlight","FAR","AirCraftDamage","WeatherCondition","Operator","BroadPhaseofFlight","ReportStatus","RepGenFlag","MostRecentReportType","DocketUrl","ReportUrl"
"CEN24LA076","ACC","193583","2023-12-29T13:00:00Z","Vermillion","South Dakota","United States",,"N2774P","18-4403","false","Aviation","",,,"None","0","0","0","0",,,,,"42.768790000000003","-96.941175000000001","PIPER","PA-18A 150","AIR","MVR","Harold Davidson Field Airport","false","1",,,"PERS","091","Substantial","VMC","RIVER SOLUTIONS LLC","Enroute","In work",,"Prelim","","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/193583/pdf"
"GAA24WA061","ACC","193590","2023-12-29T10:08:00Z","Carletonville","Other Foreign","South Africa",,"ZS-XPC, ZS-STD",,"false","Aviation","",,,"Fatal","3","0","0","3",,,,,"-26.138639000000001","27.442388999999999","AIR TRACTOR, CESSNA","AT502, 182","AIR, AIR",,,"false, false",,,,"AAPL, PERS","NUSC, NUSN","Substantial, Substantial",,"CHB Botha, FG Construction Solutions","Maneuvering","N/A",,"Prelim","","None"
"ERA24LA076","ACC","193577","2023-12-28T14:40:00Z","Walland","Tennessee","United States",,"N571CJ","45781","false","Aviation","",,,"None","0","0","0","0","0",,,,"35.764226000000001","-83.849318999999994","BELL HELICOPTER TEXTRON","206L-1","HELI","NONE",,"false","1",,,"AOBV","091","Substantial","VMC","Whirl'd Helicopters Inc","Enroute","In work",,"Prelim","","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/193577/pdf"
"WPR24LA062","ACC","193584","2023-12-28T10:57:00Z","Lake Havasu","California","United States",,"N312PR","1127","false","Aviation","DirectorBrief","2024-02-01T05:00:00Z","2024-02-01T18:00:00Z","Minor","0","0","1","1",,"The pilot’s failure to confirm the landing gear was configured for a water landing during the approach. Contributing to the accident was the pilot’s deviation from the airplanes operating procedures by previously pulling the landing gear circuit breakers, which resulted in the landing gear not retracting when commanded during takeoff.","Personnel issues - Action/decision - Action - Incorrect action selection - Pilot, Personnel issues - Task performance - Use of equip/info - Use of checklist - Pilot",,"34.511090000000003","-114.38233","PROGRESSIVE AERODYNE INC","SEAREY LSA","AIR",,,"false","1","REC","NSCH","PERS","091","Substantial","VMC",,"Landing","Completed",,"Final","https://data.ntsb.gov/Docket?ProjectID=193584","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/193584/pdf"
"ERA24FA075","ACC","193575","2023-12-27T13:59:00Z","Miami","Florida","United States",,"N757TB","0166E","false","Aviation","DirectorBrief","2025-01-02T05:00:00Z","2025-01-02T18:00:00Z","Fatal","1","0","0","1",,"Main rotor contact with the tail boom for unknown reasons, resulting in the separation of the tail boom.","Not determined - Not determined - (general) - (general) - Unknown/Not determined",,"25.650548000000001","-80.497849000000002","HUGHES HELICOPTERS INC","369E","HELI","TMB","MIAMI EXEC","false","1","TS",,"PERS","091","Substantial","VMC",,"Enroute","Completed",,"Final","https://data.ntsb.gov/Docket?ProjectID=193575","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/193575/pdf"
"GAA24WA077","ACC","193712","2023-12-27T11:25:00Z","Smaalandsfarvandet","Other Foreign","Denmark",,"OY-RVA",,"false","Aviation","",,,"None","0","0","0","0",,,,,,,"VANS","RV6","AIR","Vejr",,"false",,,,,"NUSN","Substantial",,,"Enroute","N/A",,"Prelim","","None"
"CEN24FA073","ACC","193570","2023-12-26T19:13:00Z","Canton","Texas","United States",,"N858RC","2939","false","Aviation","",,,"Fatal","1","0","0","1",,,,,"32.511920000000003","-95.882350000000002","CIRRUS DESIGN CORP","SR22","AIR","1TA7","Thompson Field Airport","false","1",,"NSCH","PERS","091","Substantial","VMC",,"Approach","In work",,"Prelim","","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/193570/pdf"
"WPR24LA061","ACC","193576","2023-12-26T13:21:00Z","Prescott","Arizona","United States",,"N29TT","451","false","Aviation","DirectorBrief","2024-07-24T04:00:00Z","2024-07-24T17:00:00Z","None","0","0","0","0",,"Loss of directional control during landing due to an improperly constructed and maintained tailwheel locking assembly.","Aircraft - Aircraft systems - Landing gear system - Nose/tail landing gear - Fatigue/wear/corrosion, Aircraft - Aircraft systems - Landing gear system - Nose/tail landing gear - Incorrect service/maintenance, Aircraft - Aircraft oper/perf/capability - Performance/control parameters - Directional control - Attain/maintain not possible, Personnel issues - Task performance - Maintenance - Scheduled/routine maintenance - Maintenance personnel, Personnel issues - Task performance - Maintenance - Installation - Maintenance personnel",,"34.654829999999997","-112.41922","Glasair","SH2","AIR","PRC","PRESCOTT RGNL - ERNEST A LOVE FLD","true","1","REC","NSCH","PERS","091","Substantial","VMC",,"Landing","Completed",,"Final","https://data.ntsb.gov/Docket?ProjectID=193576","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/193576/pdf"
"CEN24LA074","ACC","193571","2023-12-26T12:15:00Z","Ponca City","Oklahoma","United States",,"N510P","34-7970268","false","Aviation","DirectorBrief","2024-02-08T05:00:00Z","2024-02-08T18:00:00Z","None","0","0","0","0","0","The pilot’s loss of directional control during landing in gusty crosswind conditions.","Personnel issues - Task performance - Use of equip/info - Aircraft control - Pilot, Aircraft - Aircraft oper/perf/capability - Performance/control parameters - Directional control - Not attained/maintained, Environmental issues - Conditions/weather/phenomena - Wind - Crosswind - Effect on operation, Environmental issues - Conditions/weather/phenomena - Wind - Gusts - Effect on operation",,"36.731954999999999","-97.099782000000005","PIPER","PA-34-200T","AIR","PNC","Ponca City Regional","false","2","REC","NSCH","PERS","091","Substantial","VMC",,"Landing","Completed",,"Final","https://data.ntsb.gov/Docket?ProjectID=193571","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/193571/pdf"
"ANC24LA009","ACC","193569","2023-12-26T11:49:00Z","Palmer","Alaska","United States",,"N21FY","9116","false","Aviation","DirectorBrief","2024-08-30T04:00:00Z","2024-08-30T17:00:00Z","Minor","0","0","3","3",,"The pilot's failure to maintain clearance from snow-covered terrain during the landing approach in flat light conditions.","Environmental issues - Conditions/weather/phenomena - Light condition - Flat light - Contributed to outcome, Aircraft - Aircraft oper/perf/capability - Performance/control parameters - Altitude - Not attained/maintained, Personnel issues - Action/decision - Info processing/decision - Identification/recognition - Pilot",,"61.252209000000001","-148.53130999999999","AIRBUS HELICOPTERS INC","AS350B3","HELI",,,"false","1","TS","NSCH","BUS","135","Substantial","VMC","Alpha Aviation LLC","Landing","Completed",,"Final","https://data.ntsb.gov/Docket?ProjectID=193569","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/193569/pdf"
"GAA24WA059","ACC","193578","2023-12-26T11:40:00Z","Carmo da Cachoeira","Other Foreign","Brazil",,"PT-DYV",,"false","Aviation","",,,"None","0","0","0","0",,,,,"-21.458030000000001","-45.203375000000001","PIPER","PA28","AIR",,,"false","1",,,,"NUSN","Substantial",,,"Enroute","N/A",,"Prelim","","None"
"WPR24LA067","ACC","193630","2023-12-23T23:30:00Z","El Centro","California","United States",,"N111PM","1770","false","Aviation","",,,"None","0","0","0","0",,,,,"32.94059","-115.31871","BELL","206B","HELI",,,"false","1",,,"AAPL","137","Substantial","VMC",,"Initial Climb","In work",,"Prelim","","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/193630/pdf"
"CEN24LA078","ACC","193586","2023-12-23T17:30:00Z","Gulfport","Mississippi","United States",,"N6PD","21061930","false","Aviation","DirectorBrief","2024-04-12T04:00:00Z","2024-04-12T17:00:00Z","Minor","0","0","1","1",,"The pilot’s failure to maintain directional control during the go-around with a crosswind.","Personnel issues - Task performance - Use of equip/info - Aircraft control - Pilot, Environmental issues - Conditions/weather/phenomena - Wind - Crosswind - Effect on operation, Aircraft - Aircraft oper/perf/capability - Performance/control parameters - Directional control - Not attained/maintained",,"30.407291000000001","-89.072841999999994","CESSNA","210M","AIR","GPT","Gulfport-Biloxi International","false","1","REC",,"PERS","091","Substantial","VMC",,"Landing","Completed",,"Final","https://data.ntsb.gov/Docket?ProjectID=193586","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/193586/pdf"
"ANC24LA011","ACC","193608","2023-12-23T11:00:00Z","Kahului","Hawaii","United States",,"N53725","17274808","false","Aviation","",,,"None","0","0","0","0",,,,,"20.893719000000001","-156.45547999999999","CESSNA","172P","AIR","PHOG","Kahului Airport","false","1",,,"PERS","091","Substantial","VMC",,"Emergency Descent","In work",,"Prelim","","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/193608/pdf"
"WPR24LA069","ACC","193635","2023-12-23T09:25:00Z","Whitefish","Montana","United States",,"N43415","7074","false","Aviation","DirectorBrief","2024-08-08T04:00:00Z","2024-08-08T17:00:00Z","None","0","0","0","0",,"The failure of the airport authorities to renew the airport closure NOTAM for the airport. Contributing to the accident, was the pilot’s inability to see the runway closure sign.","Organizational issues - Support/oversight/monitoring - Oversight - Equipment monitoring - Airport, Organizational issues - Management - Communication (organizational) - Between groups/organizations - Airport, Environmental issues - Physical environment - Object/animal/substance - Ground equipment - Effect on equipment, Personnel issues - Physical - Sensory ability/limitation - (general) - Pilot",,"48.40802","-114.29957","TAYLORCRAFT","BC12-D","AIR","58S","Whitefish Airport","false","1","REC",,"PERS","091","Substantial","VMC",,"Landing","Completed",,"Final","https://data.ntsb.gov/Docket?ProjectID=193635","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/193635/pdf"
"DCA24WA060","INC","193609","2023-12-23T05:00:00Z","Sydney","Other Foreign","Australia",,"VH-VOL","33759","false","Aviation","",,,,,,,,,,,,,,"BOEING","737","AIR",,,"false",,,"SCHD",,"129","None",,"Virgin Australia","Approach","N/A",,"Prelim","","None"
"DCA24WA052","INC","193562","2023-12-21T22:55:00Z","Billund","Other Foreign","Denmark",,"OY-JZN",,"false","Aviation","",,,,"0","0","0",,"0",,,,"55.740278000000004","9.1519440000000003","BOEING","737","AIR",,,"false","2",,"SCHD",,"NUSC","None",,"Jettime A/S Denmark","Approach","N/A",,"Prelim","","None"
"GAA24WA058","ACC","193567","2023-12-21T20:00:00Z","Guatemala City",,"Guatemala",,"N334LS","G-813","false","Aviation","",,,,,,,,,,,,,,"BEECH","A45","AIR","GUA",,"false","1",,,,"NUSN","Substantial",,,"Landing","N/A",,"Prelim","","None"
"ERA24FA072","ACC","193555","2023-12-21T18:14:00Z","Buford","Georgia","United States",,"N23VS","E-3855","false","Aviation","DirectorBrief","2025-02-20T05:00:00Z","2025-02-20T19:00:00Z","Fatal","1","0","0","1","0","A loss of engine power for reasons that could not be determined due to significant thermal damage from postimpact fire.","Aircraft - Aircraft power plant - Engine (reciprocating) - (general) - Unknown/Not determined",,"34.183190000000003","-84.028526999999997","HAWKER BEECHCRAFT CORP","G36","AIR",,,"false","1","REC",,"PERS","091","Destroyed","VMC",,"Enroute","Completed",,"Final","https://data.ntsb.gov/Docket?ProjectID=193555","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/193555/pdf"
"WPR24LA064","ACC","193572","2023-12-21T17:53:00Z","Spanish Fork","Utah","United States",,"N453DS","40.1123","false","Aviation","",,,"None","0","0","0","0",,,,,"40.141232000000002","-111.66236000000001","DIAMOND AIRCRAFT IND INC","DA 40","AIR","SPK",,"false","1",,,"PERS","091","Substantial","VMC",,"Enroute","In work",,"Prelim","","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/193572/pdf"
"WPR24LA060","ACC","193573","2023-12-21T13:10:00Z","Carlin","Nevada","United States",,"N2073K","24-1344","false","Aviation","",,,"Minor","0","0","2","2","0",,,,"40.579999999999998","-116.03","MOONEY","M20J","AIR",,,"false","1",,,"PERS","091","Substantial","VMC",,"Enroute","In work",,"Prelim","","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/193573/pdf"
"DCA24WA054","INC","193564","2023-12-21T09:07:00Z","Birmingham","Other Foreign","United Kingdom",,"G-TUIB",,"false","Aviation","",,,"None","0","0","0","0","0",,,,"52.453888999999997","-1.7480560000000001","BOEING","787","AIR","BHX","Birmingham Airport","false","2",,,,"NUSC","None",,"TUI Airways","Landing","N/A",,"Prelim","","None"
"DCA24LA330","INC","195527","2023-12-20T15:14:00Z","Kenner","Louisiana","United States",,"N8830Q","67750","false","Aviation","",,,,,,,,,,,,"29.997399000000001","-90.261692999999994","BOEING","737-8","AIR","MSY","LOUIS ARMSTRONG NEW ORLEANS INTL","false","2",,"SCHD",,"121","Minor","VMC","SOUTHWEST AIRLINES CO","Takeoff","In work",,"Prelim","","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/195527/pdf"
"ENG24WA010","INC","193763","2023-12-20T08:09:00Z","Kobenhavn",,"Denmark",,"SE-DMS",,"false","Aviation","",,,"None","0","0","0","0",,,,,,,"AIRBUS","A321","AIR",,,"false",,,"SCHD","POSI","129","None",,"Scandinavian Airlines System","Initial Climb","N/A",,"Prelim","","None"
"ERA24FA069","ACC","193546","2023-12-19T21:04:00Z","Hammonton","New Jersey","United States",,"N606HD","7601","false","Aviation","",,,"Fatal","2","0","0","2","0",,,,"39.713917000000002","-74.687567000000001","AMERICAN EUROCOPTER CORP","AS350B2","HELI",,,"false","1",,,"OWRK","091","Destroyed","VMC","US HELICOPTERS INC","Enroute","In work",,"Prelim","","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/193546/pdf"
"DCA24LA051","ACC","193561","2023-12-19T18:30:00Z","St. Louis","Missouri","United States",,"N8514F","36975","false","Aviation","DirectorBrief","2024-03-12T04:00:00Z","2024-03-12T18:00:00Z","None","0","0","0","0","0","A bird strike during climbout.","Environmental issues - Physical environment - Object/animal/substance - Animal(s)/bird(s) - Effect on equipment",,"38.747222000000001","-90.361389000000003","BOEING","737","AIR",,,"false","2","TF","SCHD",,"121","Substantial","VMC","SOUTHWEST AIRLINES CO","Enroute","Completed",,"Final","https://data.ntsb.gov/Docket?ProjectID=193561","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/193561/pdf"
"DCA24WA045","INC","193549","2023-12-19T18:00:00Z","Quito",,"Ecuador",,"HK-5434",,"false","Aviation","",,,,"0","0","0",,"0",,,,"-0.1133","-78.358599999999996","BOEING","737","AIR","UIO","Mariscal Sucre International Airport","false","2",,"SCHD",,"NUSC","None",,"Aerosucre","Approach","N/A",,"Prelim","","None"
"GAA24WA060","ACC","193588","2023-12-19T17:20:00Z","Arthur's Pass",,"New Zealand",,"ZK-HGX","10905","false","Aviation","",,,"None","0","0","0","0",,,,,"-43.161757999999999","171.925003","ROBINSON","R44","HELI",,,"false",,,,"FERY","NUSN","Substantial",,"Bay Heliwork Limited","Emergency Descent","N/A",,"Prelim","","None"
"CEN24LA072","ACC","193566","2023-12-19T10:05:00Z","Red Lake","Minnesota","United States",,"N46056","17264174","false","Aviation","DirectorBrief","2024-02-20T05:00:00Z","2024-02-22T18:00:00Z","None","0","0","0","0","0","The pilot’s inadequate landing surface evaluation and failure to stop the airplane on the frozen lake, which resulted the airplane continuing into a crack in the ice.","Environmental issues - Physical environment - Runway/land/takeoff/taxi surface - Snow/slush/ice covered surface - Contributed to outcome, Personnel issues - Action/decision - Info processing/decision - Identification/recognition - Pilot",,"47.929656000000001","-95.032921999999999","CESSNA","172M","AIR",,,"false","1","REC",,"PERS","091","Substantial","VMC",,"Landing","Completed",,"Final","https://data.ntsb.gov/Docket?ProjectID=193566","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/193566/pdf"
"DCA24WA067","INC","193651","2023-12-19T08:42:00Z","Amsterdam",,"Netherlands",,"EI-STW","29201","false","Aviation","",,,,,,,,,,,,,,"BOEING","737","AIR",,,"false",,,,,"NUSC","None",,"ASL Airlines","Takeoff","N/A",,"Prelim","","None"
"ENG24WA007","INC","193557","2023-12-18T23:29:00Z","Bella Bella",,"Canada",,"C-GDDJ",,"false","Aviation","",,,"Minor","0","0","5","5",,,,,"52.178991000000003","-128.1422","GRUMMAN","G21","AIR",,,"false","2",,,"UNK","NUSC","Substantial",,"Wilderness Seaplanes Ltd.","Enroute","N/A",,"Prelim","","None"
"ERA24LA068","ACC","193542","2023-12-18T18:35:00Z","Pahokee","Florida","United States",,"N875SB","2720","false","Aviation","DirectorBrief","2024-03-21T04:00:00Z","2024-03-21T04:00:00Z","Minor","0","0","2","2","0","The flight instructor’s failure to maintain control of the airplane after encountering a wind gust during landing.","Personnel issues - Task performance - Use of equip/info - Aircraft control - Instructor/check pilot, Environmental issues - Conditions/weather/phenomena - Wind - Gusts - Response/compensation, Aircraft - Aircraft oper/perf/capability - Performance/control parameters - Lateral/bank control - Not attained/maintained",,"26.784113000000001","-80.693201000000002","CIRRUS DESIGN CORP","SR20","AIR","PHK","PALM BEACH COUNTY GLADES","false","1","REC",,"INST","091","Substantial","VMC","SkyBlue Aviation","Approach","Completed",,"Final","https://data.ntsb.gov/Docket?ProjectID=193542","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/193542/pdf"
"CEN24LA069","ACC","193544","2023-12-18T18:30:00Z","Texarkana","Arkansas","United States",,"N4104X","201","false","Aviation","DirectorBrief","2024-04-12T04:00:00Z","2024-04-12T17:00:00Z","Minor","0","0","2","2","0","The pilot’s improper decision to attempt a go-around with full flaps extended, which resulted in decreased climb performance and led to a collision with trees.","Aircraft - Aircraft oper/perf/capability - Performance/control parameters - Altitude - Not attained/maintained, Environmental issues - Physical environment - Terrain - (general) - Ability to respond/compensate, Personnel issues - Action/decision - Info processing/decision - Decision making/judgment - Instructor/check pilot, Personnel issues - Action/decision - Action - Incorrect action selection - Instructor/check pilot, Personnel issues - Psychological - Attention/monitoring - Monitoring environment - Instructor/check pilot, Aircraft - Aircraft oper/perf/capability - Aircraft capability - Climb capability - Attain/maintain not possible",,"33.453611000000002","-93.990832999999995","AERO COMMANDER","100","AIR","TXK","Texarkana","false","1","REC","NSCH","INST","091","Substantial","VMC",,"Approach","Completed",,"Final","https://data.ntsb.gov/Docket?ProjectID=193544","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/193544/pdf"
"CEN24LA068","ACC","193540","2023-12-18T15:20:00Z","Forney","Texas","United States",,"N66RC","27-8054046","false","Aviation","DirectorBrief","2024-02-20T05:00:00Z","2024-02-22T18:00:00Z","Minor","0","0","1","1",,"The pilot's inadequate fuel planning and improper in-flight decision-making, which resulted in a total loss of engine power due to fuel exhaustion.","Aircraft - Fluids/misc hardware - Fluids - Fuel - Fluid level, Personnel issues - Task performance - Planning/preparation - Fuel planning - Pilot, Environmental issues - Physical environment - Object/animal/substance - Fence/fence post - Contributed to outcome, Personnel issues - Action/decision - Info processing/decision - Decision making/judgment - Pilot",,"32.754669999999997","-96.465280000000007","PIPER","PA-23-250","AIR","HQZ",,"false","2","REC",,"AOBV","091","Substantial","VMC","PACIFIC FLEET AVIATION LLC","Approach","Completed",,"Final","https://data.ntsb.gov/Docket?ProjectID=193540","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/193540/pdf"
"ERA24LA070","ACC","193548","2023-12-18T14:40:00Z","Miami","Florida","United States",,"N52LV","MC-22","false","Aviation","DirectorBrief","2025-01-02T05:00:00Z","2025-01-02T18:00:00Z","None","0","0","0","0","0","A partial loss of engine power during initial climb for undetermined reasons, resulting in a forced landing.","Aircraft - Aircraft power plant - Engine (reciprocating) - (general) - Unknown/Not determined",,"25.647563999999999","-80.433224999999993","BEECH","A24","AIR","TMB","Miami Executive","false","1","REC",,"PERS","091","Substantial","VMC",,"Initial Climb","Completed",,"Final","https://data.ntsb.gov/Docket?ProjectID=193548","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/193548/pdf"
"CEN24LA065","ACC","193534","2023-12-17T15:14:00Z","Burnet","Texas","United States",,"N70SL","EA-459","false","Aviation","",,,"Serious","0","2","0","2",,,,,"30.738927","-98.238609999999994","BEECH","B36TC","AIR","BMQ","Burnet Municipal Airport/Kate Craddock Field","false","1",,"NSCH","PERS","091","Destroyed","VMC",,"Initial Climb","In work",,"Prelim","","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/193534/pdf"
"DCA24WA059","INC","193606","2023-12-17T15:09:00Z","Brazzaville","Other Foreign","Congo",,"TN-AKC","28560","false","Aviation","",,,,"0","0","0",,"0",,,,"-4.2516670000000003","15.253056000000001","BOEING","737","AIR","FCBB","Maya-Maya Airport","false","2",,"SCHD",,"NUSC","Unknown",,"Africa Airlines","Takeoff","N/A",,"Prelim","","None"
